,Sentence
431,میں بچپن کے صدمے کی وجہ سے مسخروں سے خوفزدہ ہوں۔
432,مجھے چھوٹی عمر میں ایک بڑے جوڑے کے لیے گود لیا گیا تھا۔
433,مجھے لوگوں کے آس پاس رہنے میں لطف آتا ہے۔
434,مجھے ہفتے میں ایک بار ورزش کرنا پسند ہے۔
435,میں ایک بے گھر پناہ گاہ میں رضاکارانہ طور پر کام کرتا ہوں۔
436,اپنے فارغ وقت میں میں رضاکارانہ کام کرتا ہوں۔
437,میں ایک پیشہ ور پہلوان ہوں۔
438,میں زندگی گزارنے کے لیے کتوں پر چلتا ہوں۔
439,میں بھی ایک گریجویٹ طالب علم ہوں۔
440,میں ایک شوقین کیکر ہوں۔
441,مجھے نفسیات سے متعلق جرائد اور گائیڈز پڑھ کر لطف آتا ہے۔
442,میرے والدین نے مجھے زندہ رہنے کے ہنر سکھائے۔
443,میری بیٹی ایک بچہ ہے.
444,مجھے پارک جانے کا مزہ آتا ہے۔
445,میں ایک ڈاکٹر ہوں
446,میں اب ایک نئی نوکری کی تلاش میں ہوں۔
447,میری پسندیدہ فلم جمعہ ہے۔
448,میں ایک سال میں بیس کتابیں پڑھتا ہوں۔
449,میں صرف کوشر کھاتا ہوں۔
450,میں نے اپنی زندگی میں کبھی اپنے جسم کی ہڈی نہیں توڑی۔
451,میری پرورش واحد والدین کے گھر میں ہوئی ہے۔
452,مجھے حال ہی میں نکال دیا گیا تھا اور مجھے نئی نوکری ملنی تھی۔
453,میں انشورنس کے کاروبار میں کام کرتا ہوں۔
454,میری ماں کا انتقال ہو گیا جب میں چھوٹا تھا۔
455,میرے والد فوج میں ہیں۔
456,میں اپنے والدین کے کھیتوں میں کام کرتا ہوں۔
457,میں صرف ملکی موسیقی سنتا ہوں۔
458,میں ایک بڑا ٹرک چلاتا ہوں اور ملک میں رہتا ہوں۔
459,میرے پاس ایک پالتو گائے ہے۔
460,میں ایک الیکٹریشن ہوں
461,میں انڈسٹری میں پلا بڑھا ہوں۔
462,میرا پسندیدہ بینڈ بدمعاش فلیٹس ہے۔
463,میں ایک ملکی موسیقی گلوکار ہوں۔
464,میں نے تین سال کی عمر میں گٹار بجانا شروع کیا۔
465,میں ایک تعمیراتی کارکن ہوں۔
466,میرے والد نے مجھے وہ سب کچھ سکھایا جو میں جانتا ہوں۔
467,مجھے گھر بنانے میں مزہ آتا ہے۔
468,میری بلیاں میرے لیے بہت خاص ہیں۔
469,میں شپ یارڈ میں کل وقتی کام کرتا ہوں۔
470,میں ہر ماہ اپنی تنخواہ کا ایک حصہ خیرات میں دیتا ہوں۔
471,میں مقامی خرگوش کے بچاؤ کے ساتھ اپنا وقت رضاکارانہ طور پر دیتا ہوں۔
472,میرا پسندیدہ رنگ نیوی بلیو ہے۔
473,میں پارٹی کا جانور ہوں۔
474,میں بلندیوں سے خوفزدہ ہوں۔
475,میں کبھی کبھار فوڈ بینک میں مدد کرتا ہوں۔
476,میں ایک بلی اور کتے کا مالک ہوں۔
477,میں بے گھر پناہ گاہ میں رضاکارانہ طور پر کام کرتا ہوں۔
478,میرے والد پیشہ ورانہ طور پر وائلن بجاتے تھے۔
479,مجھے شہر کے نئے حصوں کی تلاش میں لطف آتا ہے۔
480,میں ایک طرف پیانو ٹیچر ہوں۔
481,میں کئی آلات بجاتا ہوں۔
482,میں اپنے دماغ سے اشیاء کو منتقل کر سکتا ہوں۔
483,میں اپنے جسم سے باہر اپنے دل کے ساتھ پیدا ہوا تھا۔
484,میں ایک لڑکا ہوں.
485,مجھے ٹرانسپلانٹ کرنا پڑا۔
486,سرجری کے بعد سے میرے پاس عجیب طاقتیں ہیں۔
487,میرا خاندان مسلسل بڑھ رہا ہے.
488,میں نے ایک ڈاکٹر سے شادی کی ہے۔
489,میں اپنے کتے کے ساتھ لمبی سیر سے لطف اندوز ہوں۔
490,میں ایک پیشہ ور ٹینس کھلاڑی ہوں۔
491,میں تین منزلہ مکان میں رہتا ہوں۔
492,میرے چھوٹے بال ہیں۔
493,دو کتے میرے ساتھ رہتے ہیں۔
494,مجھے ٹریڈمل اور روئنگ مشین کرنا پسند ہے۔
495,میں باقاعدگی سے جم جاتا ہوں۔
496,میرا پسندیدہ رنگ نیلا ہے.
497,میں دوڑ جیسے کھیلوں سے لطف اندوز ہوتا ہوں۔
498,میں شادی شدہ ہوں.
499,میں سبزی خور ہوں۔
500,میں نے ایک ڈاکٹر سے شادی کی ہے۔
501,میرا خاندان مسلسل بڑھ رہا ہے.
502,میں ایک پیشہ ور ٹینس کھلاڑی ہوں۔
503,میں تین منزلہ مکان میں رہتا ہوں۔
504,میں سولہ سال کی عمر سے کام کر رہا ہوں۔
505,میں ایک تعمیراتی کارکن ہوں۔
506,میرا پسندیدہ کھانا میکسیکن کھانا ہے۔
507,میرا پسندیدہ بینڈ ایروسمتھ ہے۔
508,اپنے فارغ وقت میں میں نیسکار ریسنگ اور یو ایف سی دیکھنا پسند کرتا ہوں۔
509,مجھے شراب پینا اور چاندنی میں ناچنا پسند ہے۔
510,مجھے یاد ہے جب کسی کے پاس ٹیلی ویژن نہیں تھا۔
511,میں اپنی عمر کے لیے بہت مضبوط ہوں۔
512,مجھے لگتا ہے کہ میں ہمیشہ زندہ رہ سکتا ہوں۔
513,میری عمر 100 سال ہے۔
514,میں فی الحال جن زبانوں کا مطالعہ کر رہا ہوں ان میں سے ایک ہسپانوی ہے۔
515,مطالعہ کرنے کے لئے میری اگلی زبان فرانسیسی ہے۔
516,میرا پسندیدہ ہسپانوی لفظ trabajo ہے۔
517,میں ایک موسیقار ہوں
518,میری عمر 24 سال ہے۔
519,مجھے دوستوں کے ساتھ باہر کھانا پسند ہے۔
520,میں موسم بہار میں شادی کر رہا ہوں۔
521,میرا پسندیدہ گلوکار ٹیلر سوئفٹ ہے۔
522,میرے پالتو جانوروں کا نام چارلی ہے۔
523,میں 2015 کی ہونڈا سوک چلاتا ہوں۔
524,میں ریپ میوزک سنتا ہوں۔
525,میں فنکاروں کے لیے موسیقی تیار کرتا ہوں۔
526,میرا پسندیدہ کھانا پیزا ہے۔
527,میرے پالتو جانوروں کا نام چارلی ہے۔
528,میں فنکاروں کے لیے موسیقی تیار کرتا ہوں۔
529,میرا پسندیدہ کھانا پیزا ہے۔
530,میں 2015 کی ہونڈا سوک چلاتا ہوں۔
531,مجھے فلم منجمد کے گانے گانا پسند ہے۔
532,میں اپنے دوستوں کے ساتھ کھیل کے میدان میں کھیلتا ہوں۔
533,میں تیسری جماعت میں ہوں۔
534,مجھے ہر سال ڈزنی ورلڈ جانا پسند ہے۔
535,مجھے شہر کے نئے حصوں کی تلاش میں لطف آتا ہے۔
536,میں بے گھر پناہ گاہ میں رضاکارانہ طور پر کام کرتا ہوں۔
537,میں ایک طرف پیانو ٹیچر ہوں۔
538,میرے والد پیشہ ورانہ طور پر وائلن بجاتے تھے۔
539,میں کئی آلات بجاتا ہوں۔
540,میں شپ یارڈ میں کل وقتی کام کرتا ہوں۔
541,میں مقامی خرگوش کے بچاؤ کے ساتھ اپنا وقت رضاکارانہ طور پر دیتا ہوں۔
542,میرا پسندیدہ رنگ نیوی بلیو ہے۔
543,میں سابق فوجی ہوں
544,میں ہر ماہ اپنی تنخواہ کا ایک حصہ خیرات میں دیتا ہوں۔
545,میں ایک کھلے پولیمورس رشتے میں ہوں۔
546,میرے پاس تین کتے ہیں۔
547,مجھے اولمپکس دیکھنا پسند ہے۔
548,میرے والد گھر گھر سیلز مین تھے۔
549,میرے پاس کتے کے چلنے کا کاروبار بھی ہے۔
550,مجھے انٹرنیٹ کی لت ہے اور میں رول پلےنگ گیمز کھیلنے میں کافی وقت گزارتا ہوں۔
551,میں خون دیکھ کر بے ہوش ہو جاتا ہوں۔
552,میں ہر تین ماہ بعد اپنے بالوں کو رنگتا ہوں۔
553,زندگی میں میرا خواب گھر سے کام کرنا ہے۔
554,میں جانوروں کا ڈاکٹر بننے کے لیے اسکول گیا تھا لیکن اس سے نفرت کرتا تھا۔
555,میں نے گیم اسٹار کرافٹ کو ڈیزائن کرنے میں مدد کی۔
556,مجھے پانی سے الرجی ہے۔
557,میں ایک لاوارث ہوں
558,میں ایک مشہور twitch streamer ہوں۔
559,میں ایک روبوٹ بنانے پر کام کر رہا ہوں تاکہ میرا باڈی ڈبل ہو۔
560,میں گھر پر رہ رہا ہوں والد۔
561,میں نے انسانی خدمات کے شعبے میں کام کرتے ہوئے ایک دہائی گزاری۔
562,میرے والد ہوم ڈپو کے لیے کام کرتے تھے۔
563,ہارر فلمیں میری پسندیدہ ہیں۔
564,میرے تین بچے ہیں۔
565,میری بیوی اور بچے بہترین ہیں۔
566,میری پسندیدہ آئس کریم کا ذائقہ چاکلیٹ ہے۔
567,میں ایک پلمبر ہوں۔
568,میں اپنے مقامی پول میں تیراکی کا کوچ ہوں۔
569,میری والدہ بہت روایتی ہیں جبکہ میں زیادہ آزاد جذبے کو ترجیح دیتا ہوں۔
570,میرا خاندان اور میں ہندوستان سے ہیں۔
571,میری پسندیدہ موسیقی کی صنف ڈیتھ میٹل ہے۔
572,میں کمپیوٹر پروگرامر بننے کا مطالعہ کر رہا ہوں۔
573,میں ایک موسیقار ہوں اور امید کرتا ہوں کہ کسی دن اسے بڑا بناؤں گا۔
574,میں بلوں کی ادائیگی میں مدد کے لیے نگران کے طور پر بھی کام کرتا ہوں۔
575,میں پیانو اور گٹار بجاتا ہوں اور گاتا ہوں۔
576,میرے والدین میرے خواب کو پورا کرنے میں زیادہ معاون نہیں ہیں۔
577,میں ایک تعمیراتی کارکن ہوں۔
578,اپنے فارغ وقت میں میں نیسکار ریسنگ اور یو ایف سی دیکھنا پسند کرتا ہوں۔
579,میرا پسندیدہ کھانا میکسیکن کھانا ہے۔
580,میں سولہ سال کی عمر سے کام کر رہا ہوں۔
581,میں کتے کی چستی کی کلاسوں میں مقابلہ کرتا ہوں۔
582,مجھے نارنجی رنگ سے نفرت ہے۔
583,میں کیمسٹری کے لیے اسکول گیا لیکن کتابوں کی دکان میں کام کرتا ہوں۔
584,مجھے فیشن کی پرواہ نہیں ہے۔
585,میں ویک اینڈ پر ڈانس کرتا ہوں۔
586,میں نے اپنی زندگی میں کبھی اپنے جسم کی ہڈی نہیں توڑی۔
587,میری پرورش واحد والدین کے گھر میں ہوئی ہے۔
588,میں ایک سال میں بیس کتابیں پڑھتا ہوں۔
589,میں اپنی دوسری نوکری کے طور پر ایک سٹنٹ ڈبل ہوں۔
590,میں جزوی طور پر بہرا ہوں۔
591,میں اپنے باغ میں گلاب اگاتا ہوں۔
592,میرے گھر میں ایک بڑی لائبریری ہے۔
593,میں میوزیم ٹور گائیڈ ہوں۔
594,مجھے فینسی چائے پینا پسند ہے۔
595,میں ہمیشہ ٹوپی پہنتا ہوں۔
596,میرا ایک بازو ٹوٹا ہوا ہے۔
597,میرا پسندیدہ سکیٹر روب ڈرائیڈن ہے۔
598,میرے دوست تمام اسکیٹ بورڈرز ہیں۔
599,میں پیانو اور گٹار بجاتا ہوں اور گاتا ہوں۔
600,گانے کے لیے میری پسندیدہ قسم کی موسیقی لوک موسیقی ہے۔
601,میرے والدین میرے خواب کو پورا کرنے میں زیادہ معاون نہیں ہیں۔
602,میں بلوں کی ادائیگی میں مدد کے لیے نگران کے طور پر بھی کام کرتا ہوں۔
603,میں نے ایک بار اسپین کا دورہ کیا ہے۔
604,میں 60 سال کا ہوں۔
605,مجھے لگتا ہے کہ میں چند سالوں میں ریٹائر ہو جاؤں گا۔
606,میں ایک لائبریرین ہوں۔
607,میں نے ابھی دو مہینے پہلے بوائے فرینڈ سے رشتہ توڑ دیا ہے۔
608,میرے پاس ایک پالتو مچھلی ہے۔
609,میرا پسندیدہ رنگ نارنجی ہے۔
610,میں کل 18 سال کا ہو گیا۔
611,میں زیادہ وزن اور ناخوش ہوں۔
612,میں نرسنگ ہوم میں کام کرتا ہوں۔
613,میں خدا کو نہیں مانتا۔
614,میں اپنا زیادہ تر وقت فیس بک پر صرف کرتا ہوں جب میں کام نہیں کرتا ہوں۔
615,میری بیوی مجھے چھوڑ کر میرے بچوں کو لے گئی۔
616,میرے پاس دو کتے ہیں.
617,مجھے ونٹیج کاروں پر کام کرنا پسند ہے۔
618,میری پسندیدہ موسیقی ملک ہے۔
619,میرے پاس دو ونٹیج مستنگ ہیں۔
620,مجھے پیلا پکانا پسند ہے۔
621,میں کالج میں آرٹ میجر ہوں۔
622,میں سال میں دو بار یورپ جاتا ہوں۔
623,میں کرسٹوفر کولمبس کی اولاد ہوں۔
624,مجھے مچھلی اور چپس کی کمزوری ہے۔
625,میں اعلی دیکھ بھال کر رہا ہوں.
626,مجھے ٹیننگ بیڈ پر ٹین کرنا پسند ہے۔
627,مجھے پیسہ خرچ کرنا پسند ہے۔
628,میں بہت زیادہ خوراک کرتا ہوں۔
629,مجھے برٹنی سپیئرز سننا پسند ہے۔
630,میرا پسندیدہ گلوکار ٹیلر سوئفٹ ہے۔
631,مجھے دوستوں کے ساتھ باہر کھانا پسند ہے۔
632,میں موسم بہار میں شادی کر رہا ہوں۔
633,میں ایک اسکول میں کنڈرگارٹن ٹیچر کے طور پر کام کرتا ہوں۔
634,میری عمر 24 سال ہے۔
635,مجھے شادی کرنے پر مجبور کیا گیا جب میں ایک تھا۔
636,جب میں تھا تو میری خالہ نے مجھے فرار ہونے میں مدد کی۔
637,میں صومالیہ میں پیدا ہوا تھا۔
638,اب میں ریاستہائے متحدہ میں رہتا ہوں۔
639,میرے پاس ایک پالتو مچھلی ہے۔
640,میرا پسندیدہ رنگ نارنجی ہے۔
641,مجھے غروب آفتاب دیکھنے کے لیے صبح پیدل سفر کرنا پسند ہے۔
642,میں کل 18 سال کا ہو گیا۔
643,میں نے ابھی دو مہینے پہلے بوائے فرینڈ سے رشتہ توڑ دیا ہے۔
644,میں کبھی اوہیو سے باہر نہیں رہا۔
645,میں اپنے مقامی سپر مارکیٹ کے لیے کام کرتا ہوں۔
646,میرا پسندیدہ بینڈ کون ہے۔
647,میرے پاس ایک بلی ہے جس کا نام سپوک ہے۔
648,میرا پسندیدہ کھانا سیاہ زیتون کے ساتھ پیزا ہے۔
649,میرا خاندان میرے کیریئر کے انتخاب کی حمایت نہیں کرتا ہے۔
650,میری ڈریم کار ایک رولس رائس بھوت ہے۔
651,مجھے شاپنگ پسند ہے۔
652,میں اکثر جوتے اور گھڑیاں خریدتا ہوں۔
653,میں فی الحال گھڑی کے ڈیلر کے لیے کام کرتا ہوں۔
654,میں اپنے مقامی پول میں تیراکی کا کوچ ہوں۔
655,میں کمپیوٹر پروگرامر بننے کی تعلیم حاصل کر رہا ہوں۔
656,میری والدہ بہت روایتی ہیں جبکہ میں زیادہ آزاد جذبے کو ترجیح دیتا ہوں۔
657,میرا خاندان اور میں ہندوستان سے ہیں۔
658,میری پسندیدہ موسیقی کی صنف ڈیتھ میٹل ہے۔
659,میں نے ایک بار اسپین کا دورہ کیا ہے۔
660,میں 60 سال کا ہوں۔
661,مجھے لگتا ہے کہ میں چند سالوں میں ریٹائر ہو جاؤں گا۔
662,میں ایک لائبریرین ہوں۔
663,میں ایک بڑا ٹرک چلاتا ہوں اور ملک میں رہتا ہوں۔
664,میرے پاس ایک پالتو گائے ہے۔
665,میں صرف ملکی موسیقی سنتا ہوں۔
666,میں اپنے والدین کے کھیتوں میں کام کرتا ہوں۔
667,مجھے ونیلا آئس کریم کی کمزوری ہے۔
668,مجھے بلیوں سے پیار ہے اور مجھے دو بلیاں ہیں۔
669,میرے پاس 1000 سے زیادہ ٹوپیوں کا مجموعہ ہے۔
670,میرا پسندیدہ موسم سرما ہے۔
671,میں نے 1992 کے اولمپکس میں گولڈ میڈل جیتا تھا۔
672,مجھے باسکٹ بال کھیلنا پسند ہے۔
673,میرا پسندیدہ فنکار ٹریوس سکاٹ ہے۔
674,میری ایک بڑی بہن ہے۔
675,میری ماں دانتوں کا ڈاکٹر ہے۔
676,میں فی الحال ایک ریستوراں میں ترجیحی طور پر نوکری تلاش کر رہا ہوں۔
677,میں سولہ سال کی عمر سے کام کر رہا ہوں۔
678,میں ایک تعمیراتی کارکن ہوں۔
679,میرا پسندیدہ کھانا میکسیکن کھانا ہے۔
680,میرا پسندیدہ بینڈ ایروسمتھ ہے۔
681,اپنے فارغ وقت میں میں نیسکار ریسنگ اور یو ایف سی دیکھنا پسند کرتا ہوں۔
682,ارے میں 23 سال کا ہوں اور مجھے کھانا پسند ہے۔
683,میں جہاں بھی جاتا ہوں ہر قسم کے کھانے کی کوشش کر رہا ہوں۔
684,میرے پاس ایک یاٹ ہے اور میں اسے کرائے پر دیتا ہوں جب میں اسے استعمال نہیں کر رہا ہوں۔
685,مجھے کھانا پکانا بھی پسند ہے لیکن میں اس میں زیادہ اچھا نہیں ہوں۔
686,میں ایک سال سے دنیا کا سفر کر رہا ہوں۔
687,مجھے ہر سال ڈزنی ورلڈ جانا پسند ہے۔
688,مکی ماؤس میرا پسندیدہ کردار ہے۔
689,میں اپنے دوستوں کے ساتھ کھیل کے میدان میں کھیلتا ہوں۔
690,میں تیسری جماعت میں ہوں۔
691,میں نے اس سال وطن واپسی کی ملکہ جیتی۔
692,میرا موجودہ مقصد ایک k چلانا ہے۔
693,جب میں بڑا ہو جاتا ہوں تو میں فزیکل تھراپسٹ بننا چاہتا ہوں۔
694,میں اس وقت ہائی اسکول میں ہوں۔
695,اب میں ریاستہائے متحدہ میں رہتا ہوں۔
696,جب میں تھا تو میری خالہ نے مجھے فرار ہونے میں مدد کی۔
697,میں صومالیہ میں پیدا ہوا تھا۔
698,مجھے شادی کرنے پر مجبور کیا گیا جب میں ایک تھا۔
699,مجھے ناچنا پسند ہے.
700,میں ایک سال سے ریٹائر ہوا ہوں۔
701,میں اپنے فارغ وقت میں جوا کھیلنے جاتا ہوں۔
702,میں سردیوں کے دوران جنوب کی طرف جاتا ہوں۔
703,مجھے باہر گرل کرنا پسند ہے۔
704,میں اس میں کام کرتا ہوں اور اسی کمپنی میں 15 سال سے ہوں۔
705,میرے پاس فلوریڈا میں ایک گھر ہے۔
706,میں امریکی کھیلوں سے لطف اندوز ہوتا ہوں۔
707,میں ایک مرد ہوں.
708,میرے ایک بچے اور ایک کتے ہیں۔
709,مجھے کلاسیکی موسیقی سننا اچھا لگتا ہے۔
710,میں ایک عیسائی ہوں
711,میرا پسندیدہ رنگ لال ہے.
712,میں ٹریکٹر چلا سکتا ہوں۔
713,میری بہن پول ڈانسر ہے۔
714,میرے پاس اپنی چھت پر سولر پینل ہیں۔
715,میں صرف نامیاتی کھانے کی مصنوعات خریدتا ہوں۔
716,میں انٹرنیٹ براؤز کرنے میں بہت زیادہ وقت صرف کرتا ہوں۔
717,مجھے سوشل میڈیا خاص طور پر ٹویٹر پسند ہے۔
718,میں ایک فیمینسٹ ہوں
719,میں امریکی کھیلوں سے لطف اندوز ہوتا ہوں۔
720,میں اس میں کام کرتا ہوں اور اسی کمپنی میں 15 سال سے ہوں۔
721,میں ایک مرد ہوں
722,میرے ایک بچے اور ایک کتے ہیں۔
723,میں ایک 12 سال کی لڑکی ہوں۔
724,مجھے پوباکس کھیلنا پسند ہے۔
725,میری نیلی آنکھیں اور سرخ بال ہیں جو میری کمر تک آتے ہیں۔
726,مجھے اسکول سے نفرت ہے۔
727,میرے زیادہ دوست نہیں ہیں۔
728,مجھے چاکلیٹ کینڈی کھانا پسند ہے۔
729,مجھے بلاکس دیکھنا اور خطوط کے بارے میں گانا پسند ہے۔
730,مجھے بات کرنا پسند ہے لیکن لوگوں کو سمجھنے میں مشکل پیش آتی ہے۔
731,میں چار سال کا ہوں
732,میں نے 2011 میں ییل سے فنانس میں ڈگری کے ساتھ گریجویشن کیا۔
733,میں مین ہٹن میں پلا بڑھا ہوں۔
734,میں بی ایم ڈبلیو چلاتا ہوں۔
735,میرے والدین بہت امیر بینکر ہیں۔
736,میں ریٹائرڈ ہوں اور بہترین زندگی گزار رہا ہوں۔
737,میرے حیرت انگیز بچے اور پوتے ہیں۔
738,مجھے کینسر تھا لیکن اب ختم ہو گیا ہے۔
739,میں اپنے کپڑے خود سلائی کر سکتا ہوں۔
740,میں ایک عورت ہوں.
741,میں اسکول ٹیچر کے طور پر کام کرتا ہوں۔
742,میں ہر ہفتے چرچ جاتا ہوں۔
743,میں باغبانی اور باہر چلنے سے لطف اندوز ہوتا ہوں۔
744,میرے پاس ایک کتا ہے۔
745,میں نے اس سال وطن واپسی کی ملکہ جیتی۔
746,میرا موجودہ مقصد ایک k چلانا ہے۔
747,جب میں بڑا ہو جاتا ہوں تو میں فزیکل تھراپسٹ بننا چاہتا ہوں۔
748,میں فی الحال ہائی اسکول میں ہوں۔
749,میں کینسر سے بچنے والا ہوں۔
750,مجھے لائف کوچ بننے کے لیے کل ہی ایک نئی نوکری ملی ہے۔
751,میں ایک صاف کھانے والا ہوں۔
752,مجھے دوڑنا اور میراتھن کی تیاری کرنا پسند ہے۔
753,میں کولوراڈو میں رہتا ہوں۔
754,میں ایک مکینیکل انجینئر ہوں۔
755,مجھے موسم بہار میں پیدل سفر کرنا پسند ہے۔
756,میری پسندیدہ سرگرمی راک چڑھنا ہے۔
757,میرے پاس ایک بلیک لیب ہے جس کا نام ٹروپر ہے۔
758,میں پیانو اور گٹار بجاتا ہوں اور گاتا ہوں۔
759,میرے والدین میرے خواب کو پورا کرنے میں زیادہ معاون نہیں ہیں۔
760,میں بلوں کی ادائیگی میں مدد کے لیے نگران کے طور پر بھی کام کرتا ہوں۔
761,گانے کے لیے میری پسندیدہ قسم کی موسیقی لوک موسیقی ہے۔
762,میں ایک موسیقار ہوں اور امید کرتا ہوں کہ کسی دن اسے بڑا بناؤں گا۔
763,میں ہر ہفتے چرچ جاتا ہوں۔
764,میرے پاس ایک کتا ہے۔
765,میں اسکول ٹیچر کے طور پر کام کرتا ہوں۔
766,میں باغبانی اور باہر چلنے سے لطف اندوز ہوتا ہوں۔
767,چیزبرگر میرا پسندیدہ کھانا ہے۔
768,میں ایک ریٹائرڈ جم ٹیچر ہوں۔
769,میں ایک سوپ کچن میں رضاکارانہ طور پر کام کرتا ہوں۔
770,میں بڑا غریب تھا.
771,میں فی الحال جن زبانوں کا مطالعہ کر رہا ہوں ان میں سے ایک ہسپانوی ہے۔
772,میں ایک موسیقار ہوں۔
773,مطالعہ کرنے کے لئے میری اگلی زبان فرانسیسی ہے۔
774,میں زبانوں کا بھی مطالعہ کرتا ہوں۔
775,میرا پسندیدہ ہسپانوی لفظ trabajo ہے۔
776,مجھے فیشن کی پرواہ نہیں ہے۔
777,میں کیمسٹری کے لیے اسکول گیا لیکن کتابوں کی دکان میں کام کرتا ہوں۔
778,مجھے نارنجی رنگ سے نفرت ہے۔
779,میں ویک اینڈ پر ڈانس کرتا ہوں۔
780,میرے شوہر نے گود لیا ہے۔
781,میں رہتا ہوں ایک دیہی کاشتکاری برادری ہے۔
782,میرے پاس ایک جرمن شیفرڈ کتا ہے۔
783,مجھے این ایچ ایل ہاکی دیکھنا پسند ہے۔
784,میری پسندیدہ قسم کی فلم ایک دستاویزی فلم ہے۔
785,میں ہر ہفتے ایک کتاب پڑھتا ہوں۔
786,میں نے تین ماہ قبل بطور پی اے نئی نوکری شروع کی تھی۔
787,میں اپنے شوہر کے ساتھ پنسلوانیا میں رہتی ہوں۔
788,میرے ایک بچے اور ایک کتے ہیں۔
789,میرے پاس فلوریڈا میں ایک گھر ہے۔
790,میں امریکی کھیلوں سے لطف اندوز ہوتا ہوں۔
791,میں ایک مرد ہوں.
792,میرے چھوٹے بال ہیں۔
793,دو کتے میرے ساتھ رہتے ہیں۔
794,مجھے ٹریڈمل اور روئنگ مشین کرنا پسند ہے۔
795,میں باقاعدگی سے جم جاتا ہوں۔
796,میرے حیرت انگیز بچے اور پوتے ہیں۔
797,مجھے کینسر تھا لیکن اب ختم ہو گیا ہے۔
798,میں اپنے کپڑے خود سلائی کر سکتا ہوں۔
799,میں ریٹائرڈ ہوں اور عظیم زندگی گزار رہا ہوں۔
800,میں کولوراڈو میں رہتا ہوں۔
801,میں ایک مکینیکل انجینئر ہوں۔
802,مجھے موسم بہار میں پیدل سفر کرنا پسند ہے۔
803,میری پسندیدہ سرگرمی راک چڑھنا ہے۔
804,میرے پاس ایک بلیک لیب ہے جس کا نام ٹروپر ہے۔
805,میری عمر 24 سال ہے۔
806,مجھے دوستوں کے ساتھ باہر کھانا پسند ہے۔
807,میں موسم بہار میں شادی کر رہا ہوں۔
808,میرا پسندیدہ گلوکار ٹیلر سوئفٹ ہے۔
809,میں ایک صحت یاب شرابی ہوں۔
810,میں بہت سی دوائیں لیتا ہوں اور ان میں سے کچھ مجھے چیزیں دیکھنے پر مجبور کرتی ہیں۔
811,میں 45 سال کا مرد ہوں۔
812,میں اب شہر میں رہتا ہوں۔
813,میں ایک فارم میں پلا بڑھا۔
814,میں اپنے مقامی پول میں تیراکی کا کوچ ہوں۔
815,میں کمپیوٹر پروگرامر بننے کی تعلیم حاصل کر رہا ہوں۔
816,میری والدہ بہت روایتی ہیں جبکہ میں زیادہ آزاد جذبے کو ترجیح دیتا ہوں۔
817,میرا خاندان اور میں ہندوستان سے ہیں۔
818,میری پسندیدہ موسیقی کی صنف ڈیتھ میٹل ہے۔
819,میں کتے کی چستی کی کلاسوں میں مقابلہ کرتا ہوں۔
820,مجھے نارنجی رنگ سے نفرت ہے۔
821,میں کیمسٹری کے لیے اسکول گیا لیکن کتابوں کی دکان میں کام کرتا ہوں۔
822,مجھے فیشن کی پرواہ نہیں ہے۔
823,میں ویک اینڈ پر ڈانس کرتا ہوں۔
824,میری عمر 40 سال ہے۔
825,میں کار سیلز مین کے طور پر کام کرتا ہوں۔
826,میری بیوی میرے سارے پیسے خرچ کرتی ہے۔
827,مجھے اپنی نوکری سے نفرت ہے.
828,میں طلاق لینے کا ارادہ کر رہا ہوں۔
829,میرے پاس اسمارٹ فون نہیں ہے۔
830,میں ریٹائرڈ ہوں اور بہترین زندگی گزار رہا ہوں۔
831,میں اپنے کپڑے خود سلائی کر سکتا ہوں۔
832,مجھے کینسر تھا لیکن اب ختم ہو گیا ہے۔
833,میرے حیرت انگیز بچے اور پوتے ہیں۔
834,مجھے کینسر تھا لیکن اب ختم ہو گیا ہے۔
835,میں اپنے کپڑے خود سلائی کر سکتا ہوں۔
836,میرے حیرت انگیز بچے اور پوتے ہیں۔
837,میرے پاس اسمارٹ فون نہیں ہے۔
838,میں بچپن کے صدمے کی وجہ سے مسخروں سے خوفزدہ ہوں۔
839,مجھے چھوٹی عمر میں ایک بڑے جوڑے کے لیے گود لیا گیا تھا۔
840,مجھے اپنے ہاتھوں سے کام کرنا پسند ہے اور مجھے باغبانی پسند ہے۔
841,مجھے ابھی ایک گیس اسٹیشن میں کام کرنے کی نوکری ملی ہے۔
842,میرے والد مجھے اندھی تاریخوں پر سیٹ کرنے کی کوشش کرتے رہتے ہیں۔
843,میں کولوراڈو میں رہتا ہوں۔
844,میں ایک مکینیکل انجینئر ہوں۔
845,میری پسندیدہ سرگرمی راک چڑھنا ہے۔
846,میرے پاس ایک بلیک لیب ہے جس کا نام ٹروپر ہے۔
847,مجھے موسم بہار میں پیدل سفر کرنا پسند ہے۔
848,میری پسندیدہ سرگرمی راک چڑھنا ہے۔
849,مجھے موسم بہار میں پیدل سفر کرنا پسند ہے۔
850,میرے پاس ایک بلیک لیب ہے جس کا نام ٹروپر ہے۔
851,میں مکینیکل انجینئر ہوں۔
852,میں کولوراڈو میں رہتا ہوں۔
853,میں ایک ریٹائرڈ جم ٹیچر ہوں۔
854,میں بڑا غریب تھا.
855,مجھے جنگ کی دستاویزی فلمیں دیکھنا پسند ہے۔
856,چیزبرگر میرا پسندیدہ کھانا ہے۔
