,Sentence
660,saya berumur 60 tahun.
661,Saya pikir saya akan pensiun dalam beberapa tahun.
662,saya seorang pustakawan.
663,saya mengendarai truk besar dan tinggal di pedesaan.
664,saya punya sapi peliharaan.
665,saya hanya mendengarkan musik country.
666,saya bekerja di pertanian orang tua saya.
667,Saya memiliki kelemahan untuk es krim vanilla.
668,saya suka kucing dan punya dua kucing.
669,saya memiliki koleksi topi lebih dari 1000 topi.
670,musim favoritku adalah musim salju.
671,saya memenangkan medali emas di olimpiade 1992.
672,saya suka bermain basket.
673,artis favorit saya adalah travis scott.
674,saya punya satu kakak perempuan.
675,ibu saya adalah seorang dokter gigi.
676,Saya sedang mencari pekerjaan lebih disukai di sebuah restoran.
677,saya sudah bekerja sejak saya berumur enam belas tahun.
678,saya seorang pekerja konstruksi.
679,makanan favorit saya adalah makanan meksiko.
680,band favorit saya adalah aerosmith.
681,di waktu senggang saya suka menonton nascar racing dan ufc.
682,hai saya 23 dan saya suka makanan.
683,Saya telah mencoba semua jenis makanan ke mana pun saya pergi.
684,Saya memiliki kapal pesiar dan saya menyewakannya ketika saya tidak menggunakannya.
685,saya juga suka memasak tapi saya tidak pandai memasak.
686,Saya telah berkeliling dunia selama bertahun-tahun.
687,saya suka pergi ke dunia disney setiap tahun.
688,mickey mouse adalah karakter favorit saya.
689,saya bermain dengan teman-teman saya di taman bermain.
690,saya di kelas tiga.
691,saya memenangkan ratu homecoming tahun ini.
692,tujuan saya saat ini adalah menjalankan k.
693,ketika saya dewasa saya ingin menjadi ahli terapi fisik.
694,saya saat ini di sekolah menengah.
695,sekarang saya tinggal di amerika serikat.
696,bibi saya membantu saya melarikan diri ketika saya dari.
697,saya lahir di somalia.
698,saya dipaksa untuk menikah ketika saya masih a.
699,saya suka menari.
700,saya sudah pensiun selama bertahun-tahun.
701,saya pergi berjudi di waktu luang saya.
702,saya pindah ke selatan selama musim dingin.
703,saya suka memanggang di luar ruangan.
704,saya bekerja di dalamnya dan telah berada di perusahaan yang sama selama 15 tahun.
705,saya memiliki rumah di florida.
706,saya menikmati olahraga amerika.
707,saya laki laki.
708,saya punya anak dan anjing.
709,saya senang mendengarkan musik klasik.
710,saya seorang kristen.
711,warna favorit ku adalah merah.
712,saya bisa mengemudikan traktor.
713,saudara perempuan saya adalah penari tiang.
714,saya memiliki panel surya di atap saya.
715,saya hanya membeli produk makanan organik.
716,saya menghabiskan banyak waktu browsing internet.
717,saya suka media sosial terutama twitter.
718,saya seorang feminis.
719,saya menikmati olahraga amerika.
720,saya bekerja di dalamnya dan telah berada di perusahaan yang sama selama 15 tahun.
721,saya laki-laki.
722,saya punya anak dan anjing.
723,saya seorang gadis berusia 12 tahun.
724,saya suka bermain pobox
725,Saya memiliki mata biru dan rambut merah yang mencapai pinggang saya.
726,aku benci sekolah.
727,saya tidak punya banyak teman.
728,saya suka makan permen coklat.
729,saya suka melihat balok dan bernyanyi tentang huruf.
730,saya suka berbicara tetapi orang-orang sulit memahami.
731,saya berumur empat tahun.
732,saya lulus dari yale pada tahun 2011 dengan gelar di bidang keuangan.
733,saya dibesarkan di manhattan.
734,saya mengendarai bmw.
735,orang tua saya adalah bankir yang sangat kaya.
736,saya pensiun dan menjalani kehidupan yang hebat.
737,Saya memiliki anak dan cucu yang luar biasa.
738,saya menderita kanker tetapi sekarang sudah hilang.
739,saya bisa menjahit baju sendiri.
740,aku seorang wanita.
741,saya bekerja sebagai guru sekolah.
742,saya menghadiri gereja setiap minggu.
743,saya menikmati berkebun dan berjalan di luar ruangan.
744,saya punya anjing.
745,saya memenangkan ratu homecoming tahun ini.
746,tujuan saya saat ini adalah menjalankan k.
747,ketika saya dewasa saya ingin menjadi ahli terapi fisik.
748,saya saat ini di sekolah menengah.
749,saya seorang survivor kanker.
750,saya mendapat pekerjaan baru kemarin untuk menjadi pelatih kehidupan.
751,saya pemakan bersih.
752,saya suka berlari dan bersiap untuk maraton.
753,saya tinggal di colorado.
754,saya seorang insinyur mesin.
755,saya suka pergi hiking di musim semi.
756,aktivitas favorit saya adalah panjat tebing.
757,saya memiliki lab hitam bernama polisi.
758,saya bermain piano dan gitar dan bernyanyi.
759,orang tua saya tidak terlalu mendukung impian saya.
760,saya juga bekerja sebagai kustodian untuk membantu membayar tagihan.
761,jenis musik favorit saya untuk dinyanyikan adalah musik rakyat.
762,saya seorang musisi dan berharap untuk menjadi besar suatu hari nanti.
763,saya menghadiri gereja setiap minggu.
764,saya punya anjing.
765,saya bekerja sebagai guru sekolah.
766,saya menikmati berkebun dan berjalan di luar ruangan.
767,burger keju adalah makanan favorit saya.
768,saya seorang pensiunan guru olahraga.
769,saya menjadi sukarelawan di dapur umum.
770,saya miskin tumbuh dewasa.
771,salah satu bahasa yang sedang saya pelajari adalah bahasa spanyol.
772,saya seorang musisi.
773,bahasa saya berikutnya untuk belajar adalah Perancis.
774,saya juga belajar bahasa.
775,kata spanyol favorit saya adalah trabajo.
776,saya tidak peduli tentang mode.
777,saya pergi ke sekolah untuk kimia tetapi bekerja di toko buku.
778,Aku benci warna oranye.
779,saya menari di akhir pekan.
780,suami saya diadopsi.
781,saya tinggal adalah komunitas pertanian pedesaan.
782,saya punya anjing gembala jerman.
783,saya suka menonton hoki nhl.
784,jenis film favorit saya adalah dokumenter.
785,saya membaca buku setiap minggu.
786,saya memulai pekerjaan baru sebagai pa tiga bulan lalu.
787,saya tinggal bersama suami saya di pennsylvania.
788,saya punya anak dan anjing.
789,saya memiliki rumah di florida.
790,saya menikmati olahraga amerika.
791,saya laki laki.
792,saya memiliki rambut pendek.
793,dua anjing tinggal bersamaku.
794,saya suka melakukan treadmill dan mesin dayung.
795,saya pergi ke gym secara teratur.
796,saya memiliki anak dan cucu yang luar biasa.
797,saya menderita kanker tetapi sekarang sudah hilang.
798,saya bisa menjahit baju sendiri.
799,saya pensiun dan menjalani kehidupan yang hebat.
800,saya tinggal di colorado.
801,saya seorang insinyur mesin.
802,saya suka pergi hiking di musim semi.
803,aktivitas favorit saya adalah panjat tebing.
804,saya memiliki lab hitam bernama polisi.
805,saya 24 tahun.
806,saya suka makan di luar dengan teman-teman.
807,saya akan menikah di musim semi.
808,penyanyi favorit saya adalah taylor swift.
809,saya seorang pecandu alkohol pulih.
810,saya mengambil banyak obat dan beberapa dari mereka membuat saya melihat sesuatu.
811,saya laki-laki berusia 45 tahun.
812,saya sekarang tinggal di kota.
813,saya dibesarkan di sebuah peternakan.
814,saya seorang pelatih renang di kolam renang lokal saya.
815,saya sedang belajar untuk menjadi programmer komputer.
816,ibu saya sangat tradisional sementara saya lebih suka berjiwa bebas.
817,saya dan keluarga saya berasal dari india.
818,Genre musik favorit saya adalah death metal.
819,saya berkompetisi di kelas kelincahan anjing.
820,Aku benci warna oranye.
821,saya pergi ke sekolah untuk kimia tetapi bekerja di toko buku.
822,saya tidak peduli tentang mode.
823,saya menari di akhir pekan.
824,saya berumur 40 tahun.
825,saya bekerja sebagai penjual mobil.
826,istri saya menghabiskan semua uang saya.
827,Aku benci pekerjaan saya.
828,saya berencana untuk bercerai.
829,saya tidak punya ponsel pintar.
830,saya pensiun dan menjalani kehidupan yang hebat.
831,saya bisa menjahit baju sendiri.
832,saya menderita kanker tetapi sekarang sudah hilang.
833,saya memiliki anak dan cucu yang luar biasa.
834,saya menderita kanker tetapi sekarang sudah hilang.
835,saya bisa menjahit baju sendiri.
836,Saya memiliki anak dan cucu yang luar biasa.
837,saya tidak punya ponsel pintar.
838,saya takut badut karena trauma masa kecil.
839,saya diadopsi pada usia muda untuk pasangan yang lebih tua.
840,saya menikmati bekerja dengan tangan saya dan suka berkebun.
841,saya baru saja mendapat pekerjaan bekerja di sebuah pompa bensin.
842,ayahku terus berusaha menjebakku pada kencan buta.
843,saya tinggal di colorado.
844,saya seorang insinyur mesin.
845,aktivitas favorit saya adalah panjat tebing.
846,Saya punya lab hitam bernama polisi.
847,saya suka pergi hiking di musim semi.
848,aktivitas favorit saya adalah panjat tebing.
849,saya suka pergi hiking di musim semi.
850,saya memiliki lab hitam bernama polisi.
851,saya seorang insinyur mesin.
852,saya tinggal di colorado.
853,saya seorang pensiunan guru olahraga.
854,saya miskin tumbuh dewasa.
855,saya suka menonton film dokumenter perang.
856,burger keju adalah makanan favorit saya.
857,saya pergi ke gym secara teratur.
858,saya suka melakukan treadmill dan mesin dayung.
859,saya punya rambut pendek.
860,makan adalah sesuatu yang saya lakukan ketika saya bosan.
861,dua anjing tinggal bersamaku.
862,saya takut mati.
863,penjualan kue di seluruh wilayah adalah tempat yang paling saya rasakan di rumah.
864,saya punya anjing.
865,saya suka membuat kue.
866,saya memiliki rambut keriting coklat.
867,saya suka menunggang kuda.
868,kamar tidurku berwarna ungu dan hijau limau.
869,saya seorang vegetarian.
870,saya bekerja di panti jompo.
871,saya kelebihan berat badan dan tidak bahagia.
872,istri saya meninggalkan saya dan membawa anak-anak saya.
873,saya menghabiskan sebagian besar waktu saya di facebook ketika saya tidak bekerja.
874,saya tidak percaya pada tuhan.
875,saya tidak mengambil mainan saya.
876,saya punya kura-kura peliharaan.
877,saya empat.
878,sahabatku tinggal di sebelah.
879,saya seorang survivor kanker.
880,saya pemakan bersih.
881,saya mendapat pekerjaan baru kemarin untuk menjadi pelatih kehidupan.
882,saya suka berlari dan bersiap untuk maraton.
883,saya punya anjing gembala jerman.
884,saya tinggal adalah komunitas pertanian pedesaan.
885,suami saya diadopsi.
886,saya suka menonton hoki nhl.
887,saya berumur 40 tahun.
888,saya bekerja sebagai penjual mobil.
889,istri saya menghabiskan semua uang saya.
890,Aku benci pekerjaan saya.
891,saya berencana untuk bercerai.
892,Saya memiliki kelemahan untuk es krim vanilla.
893,musim favoritku adalah musim salju.
894,saya memiliki koleksi topi lebih dari 1000 topi.
895,saya suka kucing dan punya dua kucing.
896,saya memenangkan medali emas di olimpiade 1992.
897,merajut adalah hobi saya.
898,saya takut mati.
899,penjualan kue di seluruh wilayah adalah tempat yang paling saya rasakan di rumah.
900,saya suka membuat kue.
901,a sudah memiliki anak tiri.
902,saya baru saja pindah ke negara ini.
903,saya baru saja pindah ke rumah pertama saya.
904,saya mengharapkan kembar tiga dalam tiga bulan.
905,jika saya tidak memasak di dapur maka saya pasti di atas air.
906,spiderman adalah favorit saya.
907,hai nama saya larry dan saya seorang koki.
908,Aku juga suka buku komik.
909,saya suka memasak tetapi saya juga menikmati memancing.
910,suami saya diadopsi.
911,saya tinggal adalah komunitas pertanian pedesaan.
912,saya punya anjing gembala jerman.
913,saya suka menonton hoki nhl.
914,saya mendapat pekerjaan baru kemarin untuk menjadi pelatih kehidupan.
915,saya seorang survivor kanker.
916,saya pemakan bersih.
917,saya suka berlari dan bersiap untuk maraton.
918,saya punya tiga anjing.
919,saya suka menonton olimpiade
920,saya dalam hubungan poliamori terbuka.
921,saya juga punya bisnis jalan-jalan anjing.
922,ayah saya adalah seorang penjual dari pintu ke pintu.
923,saya 19 dan saya tidak sabar untuk pindah 19 rumah orang tua saya.
924,saya hanya ingin bersenang-senang dengan teman-teman saya.
925,saya tidak minum atau menggunakan narkoba atau apa pun.
926,saya bekerja mengambil saya memiliki pekerjaan paruh waktu di burger king.
927,saya berolahraga empat jam sehari.
928,senam adalah olahraga favorit saya.
929,saya peraih medali emas olimpiade.
930,Saya suka makanan Italia dan roti bawang putih.
931,orang tua saya mengajari saya keterampilan bertahan hidup.
932,Saya senang membaca jurnal dan panduan yang berhubungan dengan psikologi.
933,saya seorang kayaker avid.
934,saya berjalan anjing untuk mencari nafkah.
935,saya tinggal di california tetapi pasar artis rekaman sudah mati tahun lalu.
936,saya seorang insinyur rekaman dan memiliki studio saya sendiri.
937,whats up saya seorang ayah tunggal berusia 46 tahun 46 anak-anak.
938,mantan saya selingkuh dan meninggalkan saya untuk pengacara.
939,saya lebih suka berada di dalam.
940,saya bisa menjahit baju sendiri.
941,saya menderita kanker tetapi sekarang sudah hilang.
942,saya pensiun dan menjalani kehidupan yang hebat.
943,saya memiliki anak dan cucu yang luar biasa.
944,saya suka jalan-jalan.
945,saya tidak minum soda.
946,aku tinggal disebuah rumah.
947,saya suka makan hamburger dan kentang goreng.
948,Aku benci pekerjaan saya.
949,istri saya menghabiskan semua uang saya.
950,saya berumur 40 tahun.
951,saya berencana untuk bercerai.
952,saya bekerja sebagai penjual mobil.
953,saya tidak mengambil mainan saya.
954,saya punya kura-kura peliharaan.
955,saya empat.
956,sahabatku tinggal di sebelah.
957,saya lahir di somalia.
958,sekarang saya tinggal di amerika serikat.
959,saya suka menari.
960,bibi saya membantu saya melarikan diri ketika saya dari.
961,saya suka memasak paella.
962,saya jurusan seni di perguruan tinggi.
963,saya mengunjungi eropa dua kali setahun.
964,saya keturunan christopher columbus.
965,Saya memiliki kelemahan untuk ikan dan keripik.
966,sekarang saya tinggal di amerika serikat.
967,bibi saya membantu saya melarikan diri ketika saya dari.
968,saya lahir di somalia.
969,saya dipaksa untuk menikah ketika saya masih a.
970,saya suka menari.
971,saya mendengarkan musik rap.
972,saya memproduksi musik untuk artis.
973,saya mengendarai honda civic 2015.
974,makanan kesukaanku adalah pizza.
975,salah satu bahasa yang sedang saya pelajari adalah bahasa spanyol.
976,saya seorang musisi.
977,bahasa saya berikutnya untuk belajar adalah Perancis.
978,saya juga belajar bahasa.
979,kata spanyol favorit saya adalah trabajo.
980,spiderman adalah favorit saya.
981,Aku juga suka buku komik.
982,saya suka memasak tetapi saya juga menikmati memancing.
983,jika saya tidak memasak di dapur maka saya pasti di atas air.
984,saya punya kura-kura peliharaan.
985,saya empat.
986,sahabatku tinggal di sebelah.
987,saya suka bermain dengan boneka saya.
988,saya menjadi sukarelawan di dapur umum.
989,saya suka menonton film dokumenter perang.
990,saya seorang pensiunan guru olahraga.
991,saya miskin tumbuh dewasa.
992,burger keju adalah makanan favorit saya.
993,saya seorang petani lebah.
994,Saya tidak memiliki keluarga yang dekat dengan saya.
995,nama saya George.
996,makanan favorit saya adalah pepaya.
997,saya belajar untuk menjadi seorang programmer komputer.
998,ibu saya sangat tradisional sementara saya lebih suka berjiwa bebas.
999,Genre musik favorit saya adalah death metal.
