,Sentence
578,여가 시간에는 nascar 경주와 ufc를 보는 것을 좋아합니다.
579,내가 가장 좋아하는 음식은 멕시코 음식입니다.
580,나는 열여섯 살 때부터 일을 했습니다.
581,나는 개 민첩성 수업에서 경쟁합니다.
582,나는 주황색을 싫어한다.
583,나는 화학을 위해 학교에 다녔지만 서점에서 일했습니다.
584,나는 패션에 관심이 없다.
585,나는 주말에 춤을 춥니다.
586,나는 살면서 한 번도 내 몸의 뼈를 부러뜨린 적이 없다.
587,나는 한부모 가정에서 자랐다.
588,나는 일년에 스무 권의 책을 읽습니다.
589,나는 두 번째 직업인 스턴트 더블입니다.
590,나는 부분적으로 귀머거리입니다.
591,나는 정원에서 장미를 키운다.
592,집에 큰 도서관이 있어요.
593,나는 박물관 투어 가이드입니다.
594,나는 멋진 차를 마시는 것을 좋아합니다.
595,나는 항상 모자를 쓰고 있어요.
596,팔이 부러졌어요.
597,내가 가장 좋아하는 스케이터는 Rob Dryden입니다.
598,내 친구들은 모두 스케이트보더다.
599,나는 피아노와 기타를 연주하고 노래합니다.
600,내가 가장 좋아하는 노래 유형은 민속 음악입니다.
601,나의 부모님은 꿈을 별로 지지하지 않는다.
602,나는 또한 청구서 지불을 돕기 위해 관리인으로 일합니다.
603,나는 스페인을 몇 번 방문했다.
604,저는 60세입니다.
605,몇 년 안에 은퇴할 것 같아요.
606,저는 사서입니다.
607,나는 두 달 전에 남자 친구와 헤어졌다.
608,나는 애완용 물고기가 있습니다.
609,내가 가장 좋아하는 색은 주황색이다.
610,저는 어제 18살이 되었습니다.
611,나는 과체중이고 불행합니다.
612,저는 요양원에서 일합니다.
613,나는 신을 믿지 않는다.
614,나는 일하지 않을 때 대부분의 시간을 페이스북에서 보낸다.
615,아내는 나를 버리고 아이들을 데려갔다.
616,나는 두 마리의 개가 있습니다.
617,빈티지 자동차 작업을 좋아합니다.
618,내가 가장 좋아하는 음악은 컨트리입니다.
619,나는 두 개의 빈티지 머스탱을 소유하고 있다.
620,나는 빠에야 요리를 좋아합니다.
621,저는 대학에서 미술을 전공하고 있습니다.
622,나는 일 년에 두 번 유럽을 방문합니다.
623,저는 크리스토퍼 콜럼버스의 후손입니다.
624,나는 피쉬 앤 칩스에 약하다.
625,나는 높은 유지 보수입니다.
626,나는 선탠 침대에서 선탠하는 것을 좋아합니다.
627,나는 돈을 쓰는 것을 좋아합니다.
628,나는 다이어트를 많이 한다.
629,나는 브리트니 스피어스를 듣는 것을 좋아한다.
630,내가 가장 좋아하는 가수는 테일러 스위프트다.
631,나는 친구들과 외식하는 것을 좋아합니다.
632,나는 봄에 결혼한다.
633,나는 유치원 교사로 학교에서 일합니다.
634,저는 24살입니다.
635,나는 어렸을 때 강제로 결혼했다.
636,내 이모는 내가있을 때 탈출을 도왔습니다.
637,나는 소말리아에서 태어났다.
638,지금은 미국에 살고 있습니다.
639,나는 애완용 물고기가 있습니다.
640,내가 가장 좋아하는 색은 주황색이다.
641,나는 일몰을 보기 위해 아침에 하이킹을 가는 것을 좋아합니다.
642,저는 어제 18살이 되었습니다.
643,나는 두 달 전에 남자 친구와 헤어졌다.
644,나는 오하이오를 벗어난 적이 없습니다.
645,나는 우리 동네 슈퍼마켓에서 일한다.
646,내가 가장 좋아하는 밴드는 who입니다.
647,나는 spook이라는 고양이가 있습니다.
648,내가 가장 좋아하는 음식은 블랙 올리브가 든 피자입니다.
649,나의 가족은 나의 직업 선택을 지지하지 않는다.
650,내 드림카는 롤스로이스 유령이다.
651,나는 쇼핑을 좋아합니다.
652,나는 종종 신발과 시계를 쇼핑합니다.
653,저는 현재 시계 딜러에서 일하고 있습니다.
654,나는 우리 지역 수영장의 수영 코치입니다.
655,저는 컴퓨터 프로그래머가 되기 위해 공부하고 있습니다.
656,우리 어머니는 매우 전통적이지만 나는 더 자유로운 영혼을 선호합니다.
657,우리 가족과 나는 인도에서 왔습니다.
658,내가 가장 좋아하는 음악 장르는 데스 메탈이다.
659,나는 스페인을 몇 번 방문했다.
660,저는 60세입니다.
661,몇 년 안에 은퇴할 것 같아요.
662,저는 사서입니다.
663,나는 큰 트럭을 운전하고 시골에 살고 있습니다.
664,나는 애완용 소가 있습니다.
665,나는 컨트리 음악만 듣는다.
666,나는 부모님 농장에서 일한다.
667,나는 바닐라 아이스크림에 약하다.
668,나는 고양이를 사랑하고 고양이 두 마리가 있습니다.
669,나는 1000개가 넘는 모자 컬렉션을 가지고 있습니다.
670,내가 가장 좋아하는 계절은 겨울이다.
671,나는 1992년 올림픽에서 금메달을 땄다.
672,나는 농구하는 것을 좋아합니다.
673,내가 가장 좋아하는 아티스트는 Travis scott입니다.
674,나에게는 누나가 한 명 있다.
675,어머니는 치과의사입니다.
676,나는 현재 레스토랑에서 일자리를 찾고 있습니다.
677,나는 열여섯 살 때부터 일을 했습니다.
678,나는 건설 노동자입니다.
679,내가 가장 좋아하는 음식은 멕시코 음식입니다.
680,내가 가장 좋아하는 밴드는 Aerosmith입니다.
681,여가 시간에는 nascar 경주와 ufc를 보는 것을 좋아합니다.
682,안녕하세요 저는 23살이고 음식을 좋아합니다.
683,나는 내가 가는 곳마다 모든 종류의 음식을 시험해 보았다.
684,나는 요트를 소유하고 있으며 사용하지 않을 때 임대합니다.
685,나는 또한 요리를 좋아하지만 잘하지 않습니다.
686,나는 몇 년 동안 세계를 여행했습니다.
687,나는 매년 디즈니 월드에 가는 것을 좋아합니다.
688,미키마우스는 내가 가장 좋아하는 캐릭터다.
689,나는 놀이터에서 친구들과 놀아요.
690,나는 3학년이야.
691,나는 올해 홈커밍퀸을 수상했다.
692,내 현재 목표는 k를 실행하는 것입니다.
693,커서 물리치료사가 되고 싶어요.
694,저는 현재 고등학생입니다.
695,지금은 미국에 살고 있습니다.
696,내 이모는 내가있을 때 탈출을 도왔습니다.
697,나는 소말리아에서 태어났다.
698,나는 어렸을 때 강제로 결혼했다.
699,나는 춤추는 것을 좋아한다.
700,나는 몇 년 동안 은퇴했습니다.
701,나는 여가 시간에 도박을 한다.
702,나는 겨울 동안 남쪽으로 이사한다.
703,나는 야외에서 굽는 것을 좋아합니다.
704,나는 그것에서 일하고 15년 동안 같은 회사에 있습니다.
705,나는 플로리다에 집을 소유하고 있다.
706,나는 미국 스포츠를 즐긴다.
707,나는 남성입니다.
708,나는 아이들과 개가 있습니다.
709,나는 클래식 음악을 듣는 것을 즐긴다.
710,나는 기독교인입니다.
711,제가 가장 좋아하는 색깔은 빨간색입니다.
712,나는 트랙터를 운전할 수 있습니다.
713,내 여동생은 폴댄서다.
714,내 지붕에 태양 전지 패널이 있습니다.
715,유기농 식품만 구매합니다.
716,나는 인터넷 검색에 많은 시간을 보낸다.
717,"나는 소셜 미디어, 특히 트위터를 좋아합니다."
718,나는 페미니스트입니다.
719,나는 미국 스포츠를 즐긴다.
720,나는 그것에서 일하고 15년 동안 같은 회사에 있습니다.
721,나는 남자다.
722,나는 아이들과 개가 있습니다.
723,저는 12살 소녀입니다.
724,나는 포박스를 하는 것을 좋아합니다.
725,나는 파란 눈과 허리까지 오는 빨간 머리를 가지고 있습니다.
726,난 학교가 싫어.
727,나는 친구가 많지 않습니다.
728,나는 초콜릿 사탕을 먹는 것을 좋아합니다.
729,나는 블록을 보고 글자에 대해 노래하는 것을 좋아합니다.
730,나는 이야기하는 것을 좋아하지만 사람들은 이해하는 데 어려움을 겪습니다.
731,저는 네 살입니다.
732,저는 2011년에 예일대에서 재무 학위로 졸업했습니다.
733,나는 맨해튼에서 자랐다.
734,나는 bmw를 운전합니다.
735,나의 부모님은 매우 부유한 은행가이다.
736,나는 은퇴하고 멋진 삶을 살고 있습니다.
737,나는 놀라운 아이들과 손주들이 있습니다.
738,나는 암에 걸렸지만 지금은 사라졌습니다.
739,나는 내 옷을 꿰맬 수 있다.
740,난 여자 다.
741,나는 학교 교사로 일합니다.
742,나는 매주 교회에 참석합니다.
743,나는 정원 가꾸기와 야외 산책을 즐깁니다.
744,나는 개가있다.
745,나는 올해 홈커밍퀸을 수상했다.
746,내 현재 목표는 k를 실행하는 것입니다.
747,커서 물리치료사가 되고 싶어요.
748,저는 현재 고등학생입니다.
749,나는 암 생존자입니다.
750,저는 어제 인생 코치로 새 직장을 얻었습니다.
751,나는 깨끗한 먹는 사람입니다.
752,나는 달리기와 마라톤 준비를 좋아합니다.
753,나는 콜로라도에 산다.
754,저는 기계공학자입니다.
755,나는 봄에 하이킹을 가는 것을 좋아합니다.
756,내가 가장 좋아하는 활동은 암벽 등반입니다.
757,나는 트루퍼라는 이름의 검은 실험실이 있습니다.
758,나는 피아노와 기타를 연주하고 노래합니다.
759,나의 부모님은 꿈을 별로 지지하지 않는다.
760,나는 또한 청구서 지불을 돕기 위해 관리인으로 일합니다.
761,내가 가장 좋아하는 노래 유형은 민속 음악입니다.
762,나는 음악가이고 언젠가는 그것을 크게 만들 수 있기를 바랍니다.
763,나는 매주 교회에 참석합니다.
764,나는 개가있다.
765,나는 학교 교사로 일합니다.
766,나는 정원 가꾸기와 야외 산책을 즐깁니다.
767,치즈버거는 내가 가장 좋아하는 음식이다.
768,저는 은퇴한 체육 교사입니다.
769,나는 급식소에서 자원 봉사합니다.
770,나는 가난하게 자랐다.
771,내가 현재 공부하고 있는 언어 중 하나는 스페인어입니다.
772,나는 음악가입니다.
773,다음으로 공부할 언어는 프랑스어입니다.
774,나는 또한 언어를 공부합니다.
775,내가 가장 좋아하는 스페인어 단어는 trabajo입니다.
776,나는 패션에 관심이 없다.
777,나는 화학을 위해 학교에 다녔지만 서점에서 일했습니다.
778,나는 주황색을 싫어한다.
779,나는 주말에 춤을 춥니다.
780,남편이 입양되었습니다.
781,i live는 농촌 농촌 공동체입니다.
782,저먼 셰퍼드 개가 있습니다.
783,나는 nhl 하키를 보는 것을 좋아합니다.
784,내가 가장 좋아하는 종류의 영화는 다큐멘터리입니다.
785,나는 매주 책을 읽습니다.
786,저는 3개월 전에 아빠로 새 일을 시작했습니다.
787,나는 펜실베니아에서 남편과 함께 살고 있습니다.
788,나는 아이들과 개가 있습니다.
789,나는 플로리다에 집을 소유하고 있다.
790,나는 미국 스포츠를 즐긴다.
791,나는 남성입니다.
792,나는 짧은 머리를하고있다.
793,두 마리의 개가 나와 함께 살고 있습니다.
794,나는 러닝 머신과 로잉 머신을 하는 것을 좋아합니다.
795,나는 정기적으로 체육관에 간다.
796,나는 놀라운 아이들과 손주들이 있습니다.
797,나는 암에 걸렸지만 지금은 사라졌습니다.
798,나는 내 옷을 꿰맬 수 있다.
799,나는 은퇴하고 멋진 삶을 살고 있습니다.
800,나는 콜로라도에 산다.
801,저는 기계공학자입니다.
802,나는 봄에 하이킹을 가는 것을 좋아합니다.
803,내가 가장 좋아하는 활동은 암벽 등반입니다.
804,나는 트루퍼라는 이름의 검은 실험실이 있습니다.
805,나는 24 세다.
806,나는 친구들과 외식하는 것을 좋아합니다.
807,나는 봄에 결혼한다.
808,내가 가장 좋아하는 가수는 테일러 스위프트다.
809,나는 회복 중인 알코올 중독자입니다.
810,나는 많은 약을 복용하고 그 중 일부는 나를 보게 만듭니다.
811,저는 45세 남성입니다.
812,나는 지금 도시에 살고 있습니다.
813,나는 농장에서 자랐다.
814,나는 우리 지역 수영장의 수영 코치입니다.
815,저는 컴퓨터 프로그래머가 되기 위해 공부하고 있습니다.
816,우리 어머니는 매우 전통적이지만 나는 더 자유로운 영혼을 선호합니다.
817,우리 가족과 나는 인도에서 왔습니다.
818,내가 가장 좋아하는 음악 장르는 데스 메탈이다.
819,나는 개 민첩성 수업에서 경쟁합니다.
820,나는 주황색을 싫어한다.
821,나는 화학을 위해 학교에 다녔지만 서점에서 일했습니다.
822,나는 패션에 관심이 없다.
823,나는 주말에 춤을 춥니다.
824,저는 40세입니다.
825,저는 자동차 판매원으로 일하고 있습니다.
826,내 아내는 내 모든 돈을 쓴다.
827,나는 내 직업이 싫어.
828,이혼할 생각입니다.
829,나는 스마트폰이 없다.
830,나는 은퇴하고 멋진 삶을 살고 있습니다.
831,나는 내 옷을 꿰맬 수 있다.
832,나는 암에 걸렸지만 지금은 사라졌습니다.
833,나는 놀라운 아이들과 손주들이 있습니다.
834,나는 암에 걸렸지만 지금은 사라졌습니다.
835,나는 내 옷을 꿰맬 수 있다.
836,나는 놀라운 아이들과 손주들이 있습니다.
837,나는 스마트폰이 없다.
838,어린 시절 트라우마 때문에 광대가 무서워요.
839,나는 어린 나이에 나이 많은 부부에게 입양되었습니다.
840,나는 손으로 일하는 것을 즐기고 정원 가꾸기를 좋아합니다.
841,나는 방금 주유소에서 일하게 되었습니다.
842,아버지는 계속 저에게 소개팅을 시키려고 하십니다.
843,나는 콜로라도에 산다.
844,저는 기계공학자입니다.
845,내가 가장 좋아하는 활동은 암벽 등반입니다.
846,나는 트루퍼라는 이름의 검은 실험실이 있습니다.
847,나는 봄에 하이킹을 가는 것을 좋아합니다.
848,내가 가장 좋아하는 활동은 암벽 등반입니다.
849,나는 봄에 하이킹을 가는 것을 좋아합니다.
850,나는 트루퍼라는 이름의 검은 실험실이 있습니다.
851,저는 기계공학자입니다.
852,나는 콜로라도에 산다.
853,저는 은퇴한 체육 교사입니다.
854,나는 가난하게 자랐다.
855,나는 전쟁 다큐멘터리 보는 것을 좋아한다.
856,치즈버거는 내가 가장 좋아하는 음식이다.
857,나는 정기적으로 체육관에 간다.
858,나는 러닝 머신과 로잉 머신을 하는 것을 좋아합니다.
859,나는 머리가 짧다.
860,식사는 내가 심심할 때 하는 일이다.
861,두 마리의 개가 나와 함께 살고 있습니다.
862,나는 죽는 것이 두렵다.
863,카운티 전체 빵 판매는 집에서 가장 느끼는 곳입니다.
864,나는 개가있다.
865,나는 쿠키를 굽는 것을 좋아합니다.
866,나는 갈색 곱슬 머리를 가지고 있습니다.
867,나는 말 타는 것을 좋아합니다.
868,내 침실은 보라색과 라임 그린입니다.
869,나는 채식주의자입니다.
870,저는 요양원에서 일합니다.
871,나는 과체중이고 불행합니다.
872,아내는 나를 버리고 아이들을 데려갔다.
873,나는 일하지 않을 때 대부분의 시간을 페이스북에서 보낸다.
874,나는 신을 믿지 않는다.
875,나는 내 장난감을 집지 않습니다.
876,나는 애완 거북이가 있습니다.
877,나는 4입니다.
878,내 가장 친한 친구가 옆집에 산다.
879,나는 암 생존자입니다.
880,나는 깨끗한 먹는 사람입니다.
881,저는 어제 인생 코치로 새 직장을 얻었습니다.
882,나는 달리기와 마라톤 준비를 좋아합니다.
883,저먼 셰퍼드 개가 있습니다.
884,i live는 농촌 농촌 공동체입니다.
885,남편이 입양되었습니다.
886,나는 nhl 하키를 보는 것을 좋아합니다.
887,저는 40세입니다.
888,저는 자동차 판매원으로 일하고 있습니다.
889,내 아내는 내 모든 돈을 쓴다.
890,나는 내 직업이 싫어.
891,이혼할 생각입니다.
892,나는 바닐라 아이스크림에 약하다.
893,내가 가장 좋아하는 계절은 겨울이다.
894,나는 1000개가 넘는 모자 컬렉션을 가지고 있습니다.
895,나는 고양이를 사랑하고 고양이 두 마리가 있습니다.
896,나는 1992년 올림픽에서 금메달을 땄다.
897,뜨개질은 내 열정입니다.
898,나는 죽는 것이 두렵다.
899,카운티 전체 빵 판매는 집에서 가장 느끼는 곳입니다.
900,나는 쿠키를 굽는 것을 좋아합니다.
901,이미 의붓 자녀가 있습니다.
902,나는 최근에 이 나라로 이사했다.
903,나는 막 첫 번째 집으로 이사했다.
904,나는 3개월 안에 세쌍둥이를 기대하고 있다.
905,내가 부엌에서 요리하지 않는다면 나는 확실히 물 위에 있습니다.
906,스파이더맨은 내가 가장 좋아하는 것입니다.
907,안녕하세요 제 이름은 래리이고 요리사입니다.
908,나는 또한 만화책을 좋아합니다.
909,요리를 좋아하지만 낚시도 즐깁니다.
910,남편이 입양되었습니다.
911,i live는 농촌 농촌 공동체입니다.
912,저먼 셰퍼드 개가 있습니다.
913,나는 nhl 하키를 보는 것을 좋아합니다.
914,저는 어제 인생 코치로 새 직장을 얻었습니다.
915,나는 암 생존자입니다.
916,나는 깨끗한 먹는 사람입니다.
917,나는 달리기와 마라톤 준비를 좋아합니다.
918,나는 세 마리의 개가 있습니다.
919,나는 올림픽을 보는 것을 좋아합니다.
920,나는 공개적인 폴리아모러스 관계에 있습니다.
921,나는 또한 개 산책 사업을하고 있습니다.
922,아버지는 방문 판매원이었습니다.
923,저는 19살이고 19 부모님 집에서 이사가는 것을 기다릴 수 없습니다.
924,그냥 친구들과 즐겁게 지내고 싶어요.
925,나는 술을 마시거나 마약을 하거나 아무것도 하지 않습니다.
926,버거킹에서 아르바이트를 했습니다.
927,나는 하루에 네 시간 운동한다.
928,체조는 내가 가장 좋아하는 스포츠입니다.
929,나는 금메달리스트 올림픽 선수입니다.
930,나는 이탈리아 음식과 마늘 빵을 좋아합니다.
931,부모님은 나에게 생존 기술을 가르쳐 주셨어.
932,나는 심리학과 관련된 저널과 가이드를 읽는 것을 즐깁니다.
933,나는 열렬한 카약 선수입니다.
934,나는 생계를 위해 개를 산책시킵니다.
935,저는 캘리포니아에 살고 있지만 작년에 레코딩 아티스트 시장은 죽었습니다.
936,나는 녹음 엔지니어이며 내 스튜디오를 소유하고 있습니다.
937,안녕하세요 저는 46세 싱글 아빠 46세 아이입니다.
938,내 전 애인이 바람을 피우고 나를 변호사에게 맡겼다.
939,나는 안에 있는 것을 선호한다.
940,나는 내 옷을 꿰맬 수 있다.
941,나는 암에 걸렸지만 지금은 사라졌습니다.
942,나는 은퇴하고 멋진 삶을 살고 있습니다.
943,나는 놀라운 아이들과 손주들이 있습니다.
944,나는 산책하는 것을 좋아합니다.
945,나는 소다를 마시지 않습니다.
946,나는 집에 산다.
947,나는 햄버거와 감자 튀김을 먹는 것을 좋아합니다.
948,나는 내 직업이 싫어.
949,내 아내는 내 모든 돈을 쓴다.
950,저는 40세입니다.
951,이혼할 계획입니다.
952,저는 자동차 판매원으로 일하고 있습니다.
953,나는 내 장난감을 집지 않습니다.
954,나는 애완 거북이가 있습니다.
955,나는 4입니다.
956,내 가장 친한 친구가 옆집에 산다.
957,나는 소말리아에서 태어났다.
958,지금은 미국에 살고 있습니다.
959,나는 춤추는 것을 좋아한다.
960,내 이모는 내가있을 때 탈출을 도왔습니다.
961,나는 빠에야 요리를 좋아합니다.
962,저는 대학에서 미술을 전공하고 있습니다.
963,나는 일 년에 두 번 유럽을 방문합니다.
964,저는 크리스토퍼 콜럼버스의 후손입니다.
965,나는 피쉬 앤 칩스에 약하다.
966,지금은 미국에 살고 있습니다.
967,내 이모는 내가있을 때 탈출을 도왔습니다.
968,나는 소말리아에서 태어났다.
969,나는 어렸을 때 강제로 결혼했다.
970,나는 춤추는 것을 좋아한다.
971,나는 랩 음악을 듣습니다.
972,아티스트를 위한 음악을 제작합니다.
973,저는 2015 혼다 시빅을 몰고 있습니다.
974,내가 가장 좋아하는 음식은 피자입니다.
975,내가 현재 공부하고 있는 언어 중 하나는 스페인어입니다.
976,나는 음악가입니다.
977,다음으로 공부할 언어는 프랑스어입니다.
978,나는 또한 언어를 공부합니다.
979,내가 가장 좋아하는 스페인어 단어는 trabajo입니다.
980,스파이더맨은 내가 가장 좋아하는 것입니다.
981,나는 또한 만화책을 좋아합니다.
982,요리를 좋아하지만 낚시도 즐깁니다.
983,내가 부엌에서 요리하지 않는다면 나는 확실히 물 위에 있습니다.
984,나는 애완 거북이가 있습니다.
985,나는 4입니다.
986,내 가장 친한 친구가 옆집에 산다.
987,나는 내 인형을 가지고 노는 것을 좋아합니다.
988,나는 급식소에서 자원 봉사합니다.
989,나는 전쟁 다큐멘터리 보는 것을 좋아한다.
990,저는 은퇴한 체육 교사입니다.
991,나는 가난하게 자랐다.
992,치즈버거는 내가 가장 좋아하는 음식이다.
993,나는 꿀벌 농부입니다.
994,나는 가까운 가족이 없다.
995,저의 이름은 조지입니다.
996,내가 가장 좋아하는 음식은 파파야입니다.
997,저는 컴퓨터 프로그래머가 되기 위해 공부하고 있습니다.
998,우리 어머니는 매우 전통적이지만 나는 더 자유로운 영혼을 선호합니다.
999,내가 가장 좋아하는 음악 장르는 데스 메탈이다.
