,Sentence
771,"один из языков, которые я сейчас изучаю, - испанский."
772,Я музыкант.
773,мой следующий язык для изучения - французский.
774,Еще я изучаю языки.
775,Мое любимое испанское слово - трабахо.
776,я не забочусь о моде.
777,"Я ходила в школу на химию, но работала в книжном магазине."
778,я ненавижу оранжевый цвет.
779,я танцую по выходным.
780,мой муж усыновлен.
781,Я живу в сельском фермерском сообществе.
782,у меня немецкая овчарка.
783,Я люблю смотреть хоккей НХЛ.
784,мой любимый фильм - документальный.
785,я читаю книгу каждую неделю.
786,Я начал новую работу в качестве папы три месяца назад.
787,Я живу с мужем в Пенсильвании.
788,У меня есть дети и собака.
789,У меня есть дом во Флориде.
790,я люблю американский спорт.
791,Я мужчина.
792,У меня короткие волосы.
793,со мной живут две собаки.
794,Мне нравится заниматься на беговой дорожке и на гребном тренажере.
795,Я регулярно хожу в спортзал.
796,У меня замечательные дети и внуки.
797,"У меня был рак, но его уже нет."
798,я могу шить себе одежду.
799,Я на пенсии и живу прекрасной жизнью.
800,я живу в Колорадо.
801,Я инженер-механик.
802,Я люблю ходить в поход весной.
803,мое любимое занятие - скалолазание.
804,у меня есть черная лаборатория по имени солдат.
805,мне 24 года.
806,я люблю куда-нибудь поесть с друзьями.
807,я женюсь весной.
808,мой любимый певец - Тейлор Свифт.
809,Я выздоравливающий алкоголик.
810,"Я принимаю много лекарств, и некоторые из них заставляют меня видеть вещи."
811,Я 45-летний мужчина.
812,я сейчас живу в городе.
813,я вырос на ферме.
814,Я тренер по плаванию в местном бассейне.
815,Я учусь на программиста.
816,"моя мама очень традиционная, а я предпочитаю быть более свободолюбивой."
817,моя семья и я из Индии.
818,мой любимый музыкальный жанр - дэт-метал.
819,Я участвую в классах аджилити собак.
820,я ненавижу оранжевый цвет.
821,"Я ходила в школу на химию, но работала в книжном магазине."
822,я не забочусь о моде.
823,я танцую по выходным.
824,Мне 40 лет.
825,Я работаю продавцом автомобилей.
826,моя жена тратит все мои деньги.
827,я ненавижу свою работу.
828,Я планирую развестись.
829,у меня нет смартфона.
830,Я на пенсии и живу прекрасной жизнью.
831,я могу шить себе одежду.
832,"У меня был рак, но его уже нет."
833,У меня замечательные дети и внуки.
834,"У меня был рак, но его уже нет."
835,я могу шить себе одежду.
836,У меня замечательные дети и внуки.
837,у меня нет смартфона.
838,Я боюсь клоунов из-за детской травмы.
839,В молодом возрасте меня удочерила пара постарше.
840,Мне нравится работать руками и заниматься садоводством.
841,Я только что устроился на заправку.
842,мой отец все время пытается устроить мне свидания вслепую.
843,я живу в Колорадо.
844,Я инженер-механик.
845,мое любимое занятие - скалолазание.
846,у меня черная лаборатория по имени солдат.
847,Я люблю ходить в поход весной.
848,мое любимое занятие - скалолазание.
849,Я люблю ходить в поход весной.
850,у меня есть черная лаборатория по имени солдат.
851,Я инженер-механик.
852,я живу в Колорадо.
853,Я учитель физкультуры на пенсии.
854,Я был беден в детстве.
855,я люблю смотреть военные документальные фильмы.
856,чизбургеры - моя любимая еда.
857,Я регулярно хожу в спортзал.
858,Мне нравится заниматься на беговой дорожке и на гребном тренажере.
859,у меня короткие волосы.
860,"Еда - это то, чем я занимаюсь, когда мне скучно."
861,со мной живут две собаки.
862,я боюсь умереть.
863,"распродажа выпечки в округе - это то место, где я чувствую себя как дома."
864,у меня есть собаки.
865,я люблю печь печенье.
866,у меня каштановые вьющиеся волосы.
867,я люблю кататься на лошадях.
868,моя спальня пурпурно-зеленая.
869,я веган.
870,я работаю в доме престарелых.
871,у меня избыточный вес и я недоволен.
872,моя жена ушла от меня и забрала моих детей.
873,"Я провожу большую часть своего времени на фейсбуке, когда не работаю."
874,я не верю в бога.
875,я не беру свои игрушки.
876,у меня есть домашняя черепаха.
877,мне четыре года.
878,мой лучший друг живет по соседству.
879,я выживший после рака.
880,Я аккуратно ем.
881,"Я получил новую работу только вчера, чтобы быть тренером по жизни."
882,Я люблю бегать и готовиться к марафонам.
883,у меня немецкая овчарка.
884,Я живу в сельском фермерском сообществе.
885,мой муж усыновлен.
886,Я люблю смотреть хоккей НХЛ.
887,Мне 40 лет.
888,Я работаю продавцом автомобилей.
889,моя жена тратит все мои деньги.
890,я ненавижу свою работу.
891,Я планирую развестись.
892,У меня слабость к ванильному мороженому.
893,мой любимый сезон зима.
894,"У меня есть коллекция шляп, состоящая из более чем 1000 головных уборов."
895,я люблю кошек и имею двух кошек.
896,Я выиграл золотую медаль на Олимпийских играх 1992 года.
897,вязание - моя страсть.
898,я боюсь умереть.
899,"распродажа выпечки в округе - это то место, где я чувствую себя как дома."
900,я люблю печь печенье.
901,У уже есть пасынки.
902,я недавно переехал в эту страну.
903,Я только что переехал в свой первый дом.
904,Я жду тройню через три месяца.
905,"Если я не готовлю на кухне, то я определенно нахожусь на воде."
906,человек-паук - мой любимый.
907,"эй, меня зовут Ларри, и я шеф-повар."
908,Еще я люблю комиксы.
909,"я люблю готовить, но я также люблю рыбачить."
910,мой муж усыновлен.
911,Я живу в сельском фермерском сообществе.
912,у меня немецкая овчарка.
913,Я люблю смотреть хоккей НХЛ.
914,"Я получил новую работу только вчера, чтобы быть тренером по жизни."
915,я выживший после рака.
916,Я люблю еду.
917,Я люблю бегать и готовиться к марафонам.
918,у меня три собаки.
919,я люблю смотреть олимпийские игры.
920,У меня открытые полиаморные отношения.
921,У меня также есть бизнес по выгулу собак.
922,мой отец был продавцом от двери к двери.
923,"Мне 19 лет, и я не могу дождаться, когда перееду в дом своих родителей."
924,я просто хочу повеселиться с моими друзьями.
925,"Я не пью, не употребляю наркотики или что-нибудь еще."
926,"Я работал, у меня есть подработка в Burger King."
927,Я тренируюсь по четыре часа в день.
928,гимнастика - мой любимый вид спорта.
929,Я олимпийский чемпион.
930,я люблю итальянскую еду и чесночный хлеб.
931,мои родители научили меня навыкам выживания.
932,Мне нравится читать журналы и справочники по психологии.
933,Я заядлый каякер.
934,"Я выгуливаю собак, чтобы зарабатывать себе на жизнь."
935,"Я живу в Калифорнии, но рынок звукозаписывающих исполнителей в прошлом году был мертв."
936,Я инженер звукозаписи и владею собственной студией.
937,"Как дела, я 46-летний отец-одиночка, 46 детей."
938,мой бывший обманул и бросил меня к адвокату.
939,я предпочитаю быть внутри.
940,я могу шить себе одежду.
941,"У меня был рак, но его уже нет."
942,Я на пенсии и живу прекрасной жизнью.
943,У меня замечательные дети и внуки.
944,я люблю гулять.
945,я не пью газировку.
946,я живу в доме.
947,я люблю гамбургеры и картофель фри.
948,я ненавижу свою работу.
949,моя жена тратит все мои деньги.
950,Мне 40 лет.
951,я планирую развестись.
952,Я работаю продавцом автомобилей.
953,я не беру свои игрушки.
954,у меня есть домашняя черепаха.
955,мне четыре года.
956,мой лучший друг живет по соседству.
957,я родился в Сомали.
958,сейчас я живу в сша.
959,Я люблю танцевать.
960,"моя тетя помогла мне сбежать, когда я был в изгнании."
961,я люблю готовить паэлью.
962,Я учусь в колледже по специальности «искусство».
963,я бываю в европе два раза в год.
964,Я потомок Христофора Колумба.
965,У меня слабость к рыбе с жареным картофелем.
966,сейчас я живу в сша.
967,"моя тетя помогла мне сбежать, когда я был в изгнании."
968,я родился в Сомали.
969,"меня заставили жениться, когда я был."
970,Я люблю танцевать.
971,я слушаю рэп.
972,Я делаю музыку для артистов.
973,Я езжу на Honda Civic 2015 года выпуска.
974,моя любимая еда - пицца.
975,"один из языков, которые я сейчас изучаю, - испанский."
976,Я музыкант.
977,мой следующий язык для изучения - французский.
978,Еще я изучаю языки.
979,Мое любимое испанское слово - трабахо.
980,человек-паук - мой любимый.
981,Еще я люблю комиксы.
982,"я люблю готовить, но я также люблю рыбачить."
983,"Если я не готовлю на кухне, то я определенно нахожусь на воде."
984,у меня есть домашняя черепаха.
985,мне четыре года.
986,мой лучший друг живет по соседству.
987,я люблю играть со своими куклами.
988,Я работаю волонтером в столовой.
989,я люблю смотреть военные документальные фильмы.
990,Я учитель физкультуры на пенсии.
991,Я был беден в детстве.
992,чизбургеры - моя любимая еда.
993,Я пчеловод.
994,"У меня нулевая семья, к которой я близок."
995,Меня зовут Джордж.
996,моя любимая еда - папайя.
997,Я учусь на программиста.
998,"моя мама очень традиционная, а я предпочитаю быть более свободолюбивой."
999,мой любимый музыкальный жанр - дэт-метал.
