,Sentence
614,أقضي معظم وقتي على facebook عندما لا أعمل.
615,تركتني زوجتي وأخذت أطفالي.
616,لدي كلبان.
617,أحب العمل على السيارات القديمة.
618,الموسيقى المفضلة لدي هي البلد.
619,أنا أملك اثنين من الفرس خمر.
620,أحب طبخ الباييلا.
621,أنا تخصص فني في الكلية.
622,أزور أوروبا مرتين في السنة.
623,أنا من نسل كريستوفر كولومبوس.
624,لدي ضعف في تناول السمك والبطاطا.
625,أنا صيانة عالية.
626,أحب أن أسمر في أسرة الدباغة.
627,احب انفاق المال.
628,أتناول حمية غذائية كثيرة.
629,أحب الاستماع إلى بريتني سبيرز.
630,المغني المفضل لدي هو تايلور سويفت.
631,احب تناول الطعام بالخارج مع الاصدقاء.
632,سأتزوج في الربيع.
633,اعمل فى مدرسة مدرس رياض اطفال.
634,انا عمري 24 سنة.
635,أُجبرت على الزواج عندما كنت أ.
636,ساعدتني عمتي على الهروب عندما كنت.
637,ولدت في الصومال.
638,الآن أعيش في الولايات المتحدة.
639,لدي سمكة أليف.
640,لوني المفضل هو البرتقالي.
641,أحب الذهاب للمشي في الصباح لمشاهدة غروب الشمس.
642,بلغت 18 سنة أمس.
643,لقد انفصلت للتو عن صديقها منذ شهرين.
644,لم أخرج من أوهايو أبدًا.
645,أنا أعمل في السوبر ماركت المحلي لدينا.
646,فرقتي المفضلة هي من.
647,لدي قطة اسمها الشبح.
648,طعامي المفضل هو بيتزا بالزيتون الاسود.
649,عائلتي لا تدعم اختياراتي المهنية.
650,سيارة أحلامي هي شبح رولز رويس.
651,أنا أحب التسوق.
652,غالبًا ما أتسوق للأحذية والساعات.
653,أنا أعمل حاليًا لدى تاجر ساعات.
654,أنا مدرب سباحة في حمام السباحة المحلي.
655,أنا أدرس لأصبح مبرمج كمبيوتر.
656,أمي تقليدية للغاية بينما أفضل أن أكون أكثر حرية.
657,أنا وعائلتي من الهند.
658,نوع الموسيقى المفضل لدي هو ميتال الموت.
659,لقد زرت إسبانيا مرات.
660,عمري 60 سنة.
661,أعتقد أنني سأتقاعد في غضون سنوات قليلة.
662,أنا أمين مكتبة.
663,أقود شاحنة كبيرة وأعيش في البلد.
664,لدي بقرة أليف.
665,أنا أستمع فقط إلى موسيقى الريف.
666,أنا أعمل مزارع والدي.
667,لدي ضعف في تناول آيس كريم الفانيليا.
668,أحب القطط ولدي قطتان.
669,لدي مجموعة من أكثر من 1000 قبعة.
670,فصلي المفضل هو الشتاء.
671,فزت بميدالية ذهبية في أولمبياد 1992.
672,انا احب لعب كرة السلة.
673,الفنان المفضل لدي هو ترافيس سكوت.
674,لدي أخت واحدة أكبر.
675,والدتي طبيبة أسنان.
676,أبحث حاليا عن وظيفة ويفضل أن يكون ذلك في مطعم.
677,أنا أعمل منذ أن كان عمري ستة عشر عامًا.
678,انا عامل بناء.
679,طعامي المفضل هو الطعام المكسيكي.
680,فرقتي المفضلة هي إيروسميث.
681,في وقت فراغي ، أحب مشاهدة سباقات ناسكار و UFC.
682,مرحبًا ، عمري 23 عامًا وأحب الطعام.
683,لقد جربت جميع أنواع الطعام في كل مكان أذهب إليه.
684,أمتلك يختًا وأؤجره عندما لا أستخدمه.
685,أود أيضًا أن أطبخ ولكني لست جيدًا في ذلك.
686,أنا أسافر حول العالم منذ سنوات.
687,أحب أن أذهب إلى عالم ديزني كل عام.
688,ميكي ماوس هو شخصيتي المفضلة.
689,ألعب مع أصدقائي في الملعب.
690,انا في الصف الثالث.
691,لقد فزت بملكة العودة للوطن هذا العام.
692,هدفي الحالي هو تشغيل k.
693,عندما أكبر أريد أن أصبح معالجًا فيزيائيًا.
694,أنا حاليا في المدرسة الثانوية.
695,الآن أعيش في الولايات المتحدة.
696,ساعدتني عمتي على الهروب عندما كنت.
697,ولدت في الصومال.
698,أُجبرت على الزواج عندما كنت أ.
699,انا احب ان ارقص.
700,لقد تقاعدت منذ سنوات.
701,أذهب للمقامرة في أوقات فراغي.
702,أتحرك جنوبا خلال فصل الشتاء.
703,أحب الشواء في الهواء الطلق.
704,أنا أعمل فيها وأنا في نفس الشركة منذ 15 عامًا.
705,انا امتلك منزلا فى فلوريدا.
706,انا استمتع بالرياضات الامريكية.
707,أنا ذكر.
708,لدي أطفال وكلاب.
709,أنا أستمتع بالاستماع إلى الموسيقى الكلاسيكية.
710,أنا مسيحي.
711,لوني المفضل هو الأحمر.
712,يمكنني قيادة جرار.
713,أختي راقصة العمود.
714,لدي ألواح شمسية على سطحي.
715,أشتري فقط المنتجات الغذائية العضوية.
716,أقضي الكثير من الوقت في تصفح الإنترنت.
717,أنا أحب الوسيط الاجتماعي وخاصة تويتر.
718,أنا نسوية.
719,انا استمتع بالرياضات الامريكية.
720,أنا أعمل فيها وأنا في نفس الشركة منذ 15 عامًا.
721,انا ذكر.
722,لدي أطفال وكلاب.
723,انا فتاة تبلغ من العمر 12 عاما.
724,أنا أحب أن ألعب الجدري.
725,لدي عيون زرقاء وشعر أحمر يصل إلى خصري.
726,أكره المدرسة.
727,ليس لدي الكثير من الأصدقاء.
728,أحب أكل حلوى الشوكولاتة.
729,أحب أن أنظر إلى الكتل وأغني عن الحروف.
730,أحب أن أتحدث ولكن الناس يجدون صعوبة في الفهم.
731,أنا أربع سنوات من العمر.
732,تخرجت من جامعة ييل في عام 2011 بدرجة في التمويل.
733,لقد نشأت في مانهاتن.
734,أنا أقود سيارة بي ام دبليو.
735,والداي من المصرفيين الأثرياء.
736,أنا متقاعد وأعيش حياة رائعة.
737,لدي أطفال وأحفاد رائعون.
738,لقد أصبت بالسرطان لكنه ذهب الآن.
739,يمكنني خياطة ملابسي بنفسي.
740,انا امراة.
741,اعمل مدرس مدرسة.
742,أحضر الكنيسة كل أسبوع.
743,أنا أستمتع بالبستنة والسير في الهواء الطلق.
744,لدي كلاب.
745,لقد فزت بملكة العودة للوطن هذا العام.
746,هدفي الحالي هو تشغيل k.
747,عندما أكبر أريد أن أصبح معالجًا فيزيائيًا.
748,انا حاليا فى المدرسة الثانوية.
749,أنا ناج من مرض السرطان.
750,حصلت على وظيفة جديدة بالأمس لأكون مدربًا مدى الحياة.
751,أنا نظيف من آكلى لحوم البشر.
752,أحب الجري والاستعداد لسباقات الماراثون.
753,أنا أعيش في كولورادو.
754,أنا مهندس ميكانيكي.
755,احب الذهاب للمشي لمسافات طويلة في الربيع.
756,نشاطي المفضل هو تسلق الصخور.
757,لدي معمل أسود اسمه جندي.
758,ألعب البيانو والجيتار وأغني.
759,والداي لا يدعمان حلمي كثيرًا.
760,كما أنني أعمل أمين حفظ للمساعدة في دفع الفواتير.
761,النوع المفضل لدي من الموسيقى للغناء هو الموسيقى الشعبية.
762,أنا موسيقي وآمل أن أجعلها كبيرة يومًا ما.
763,أحضر الكنيسة كل أسبوع.
764,لدي كلاب.
765,اعمل مدرس مدرسة.
766,أنا أستمتع بالبستنة والسير في الهواء الطلق.
767,برجر الجبن هو طعامي المفضل.
768,أنا مدرس متقاعد في صالة الألعاب الرياضية.
769,أنا أتطوع في مطبخ الحساء.
770,كنت فقيرة نشأت.
771,إحدى اللغات التي أدرسها حاليًا هي الإسبانية.
772,أنا موسيقار.
773,لغتي التالية للدراسة هي الفرنسية.
774,كما أنني أدرس اللغات.
775,الكلمة الإسبانية المفضلة لدي هي trabajo.
776,لا يهمني الموضة.
777,ذهبت إلى مدرسة الكيمياء لكنني أعمل في محل لبيع الكتب.
778,أنا أكره اللون البرتقالي.
779,أرقص في عطلة نهاية الأسبوع.
780,تم تبني زوجي.
781,أعيش مجتمع زراعي ريفي.
782,لدي كلب الراعي الألماني.
783,احب ان اشاهد nhl hockey.
784,نوع الفيلم المفضل لدي هو فيلم وثائقي.
785,أقرأ كتابًا كل أسبوع.
786,لقد بدأت وظيفة جديدة كطرف عام منذ ثلاثة أشهر.
787,أعيش مع زوجي في بنسلفانيا.
788,لدي أطفال وكلاب.
789,انا امتلك منزلا فى فلوريدا.
790,انا استمتع بالرياضات الامريكية.
791,أنا ذكر.
792,لدي شعر قصير.
793,كلبان يعيشان معي.
794,أحب القيام بجهاز المشي والتجديف.
795,أذهب إلى صالة الألعاب الرياضية بانتظام.
796,لدي أطفال وأحفاد رائعون.
797,لقد أصبت بالسرطان لكنه ذهب الآن.
798,يمكنني خياطة ملابسي بنفسي.
799,أنا متقاعد وأعيش حياة رائعة.
800,أنا أعيش في كولورادو.
801,أنا مهندس ميكانيكي.
802,احب الذهاب للمشي لمسافات طويلة في الربيع.
803,نشاطي المفضل هو تسلق الصخور.
804,لدي معمل أسود اسمه جندي.
805,عمري 24 سنة.
806,احب تناول الطعام بالخارج مع الاصدقاء.
807,سأتزوج في الربيع.
808,المغني المفضل لدي هو تايلور سويفت.
809,أنا مدمن على الكحول.
810,أتناول العديد من الأدوية وبعضها يجعلني أرى الأشياء.
811,أنا رجل يبلغ من العمر 45 عامًا.
812,أنا الآن أعيش في المدينة.
813,لقد نشأت في مزرعة.
814,أنا مدرب سباحة في حمام السباحة المحلي.
815,أنا أدرس لأصبح مبرمج كمبيوتر.
816,أمي تقليدية للغاية بينما أفضل أن أكون أكثر حرية.
817,أنا وعائلتي من الهند.
818,نوع الموسيقى المفضل لدي هو ميتال الموت.
819,أنا أتنافس في فصول رشاقة الكلاب.
820,أنا أكره اللون البرتقالي.
821,ذهبت إلى مدرسة الكيمياء لكنني أعمل في محل لبيع الكتب.
822,لا يهمني الموضة.
823,أرقص في عطلة نهاية الأسبوع.
824,عمري 40 سنة.
825,اعمل بائع سيارات.
826,زوجتي تنفق كل أموالي.
827,انا اكره عملي.
828,أنا أخطط للحصول على الطلاق.
829,ليس لدي هاتف ذكي.
830,أنا متقاعد وأعيش حياة رائعة.
831,يمكنني خياطة ملابسي بنفسي.
832,لقد أصبت بالسرطان لكنه ذهب الآن.
833,لدي أطفال وأحفاد رائعون.
834,لقد أصبت بالسرطان لكنه ذهب الآن.
835,يمكنني خياطة ملابسي بنفسي.
836,لدي أطفال وأحفاد رائعون.
837,ليس لدي هاتف ذكي.
838,أنا مرعوب من المهرجين بسبب صدمة الطفولة.
839,لقد تم تبنيها في سن مبكرة لزوجين أكبر سناً.
840,أنا أستمتع بالعمل بيدي وأحب البستنة.
841,لقد حصلت للتو على وظيفة أعمل في محطة وقود.
842,يحاول والدي أن يجعلني مواعدة عمياء.
843,أنا أعيش في كولورادو.
844,أنا مهندس ميكانيكي.
845,نشاطي المفضل هو تسلق الصخور.
846,لدي معمل أسود اسمه جندي.
847,احب الذهاب للمشي لمسافات طويلة في الربيع.
848,نشاطي المفضل هو تسلق الصخور.
849,احب الذهاب للمشي لمسافات طويلة في الربيع.
850,لدي معمل أسود اسمه جندي.
851,أنا مهندس ميكانيكي.
852,أنا أعيش في كولورادو.
853,أنا مدرس متقاعد في صالة الألعاب الرياضية.
854,كنت فقيرة نشأت.
855,أحب مشاهدة الأفلام الوثائقية عن الحرب.
856,برجر الجبن هو طعامي المفضل.
857,أذهب إلى صالة الألعاب الرياضية بانتظام.
858,أحب القيام بجهاز المشي والتجديف.
859,لدي شعر قصير.
860,الأكل شيء أفعله عندما أشعر بالملل.
861,كلبان يعيشان معي.
862,أنا خائف من الموت.
863,بيع المخبوزات على مستوى المقاطعة هو المكان الذي أشعر فيه أكثر في المنزل.
864,لدي كلاب.
865,أحب أن أخبز ملفات تعريف الارتباط.
866,لدي شعر بني مجعد.
867,احب ركوب الخيل.
868,غرفة نومي باللون البنفسجي والأخضر الليموني.
869,أنا نباتي.
870,اعمل فى دار لرعاية المسنين.
871,أنا من ذوي الوزن الزائد وغير سعيد.
872,تركتني زوجتي وأخذت أطفالي.
873,أقضي معظم وقتي على facebook عندما لا أعمل.
874,لا أؤمن بالله.
875,أنا لا أحمل ألعابي.
876,لدي سلحفاة أليف.
877,أنا أربعة.
878,يعيش أعز أصدقائي بالجوار.
879,أنا ناج من مرض السرطان.
880,أنا نظيف من أكلي لحوم البشر.
881,حصلت على وظيفة جديدة بالأمس لأكون مدربًا مدى الحياة.
882,أحب الجري والاستعداد لسباقات الماراثون.
883,لدي كلب الراعي الألماني.
884,أعيش مجتمع زراعي ريفي.
885,تم تبني زوجي.
886,احب ان اشاهد nhl hockey.
887,عمري 40 سنة.
888,اعمل بائع سيارات.
889,زوجتي تنفق كل أموالي.
890,انا اكره عملي.
891,أنا أخطط للحصول على الطلاق.
892,لدي ضعف في تناول آيس كريم الفانيليا.
893,فصلي المفضل هو الشتاء.
894,لدي مجموعة من أكثر من 1000 قبعة.
895,أحب القطط ولدي قطتان.
896,فزت بميدالية ذهبية في أولمبياد 1992.
897,الحياكة هي شغفي.
898,أنا خائف من الموت.
899,بيع المخبوزات على مستوى المقاطعة هو المكان الذي أشعر فيه أكثر في المنزل.
900,أحب أن أخبز ملفات تعريف الارتباط.
901,a بالفعل خطوة الأطفال.
902,انتقلت مؤخرا إلى هذا البلد.
903,لقد انتقلت للتو إلى منزلي الأول.
904,أتوقع ثلاثة توائم في ثلاثة أشهر.
905,إذا لم أكن أطبخ في المطبخ ، فأنا بالتأكيد على الماء.
906,الرجل العنكبوت هو المفضل لدي.
907,مرحباً ، اسمي لاري وأنا طاهٍ.
908,l أيضا أحب الكتب المصورة.
909,احب الطبخ ولكنى ايضا استمتع بالصيد.
910,تم تبني زوجي.
911,أعيش مجتمع زراعي ريفي.
912,لدي كلب الراعي الألماني.
913,احب ان اشاهد nhl hockey.
914,حصلت على وظيفة جديدة بالأمس لأكون مدربًا مدى الحياة.
915,أنا ناج من مرض السرطان.
916,أنا نظيف من آكلى لحوم البشر.
917,أحب الجري والاستعداد لسباقات الماراثون.
918,لدي ثلاثة كلاب.
919,أحب مشاهدة الألعاب الأولمبية.
920,أنا في علاقة تعدد الزوجات مفتوحة.
921,أنا أيضا أمتلك تجارة المشي مع الكلاب.
922,كان والدي بائعًا من الباب إلى الباب.
923,أبلغ من العمر 19 عامًا ولا يمكنني الانتظار حتى أخرج من منزل والدي.
924,أريد فقط أن أستمتع مع أصدقائي.
925,أنا لا أشرب الخمر ولا أتعاطى المخدرات أو أي شيء.
926,لقد أخذت أعمل لدي وظيفة بدوام جزئي في برجر كينج.
927,أنا أتدرب أربع ساعات في اليوم.
928,الجمباز هي رياضتي المفضلة.
929,أنا أولمبي حاصل على الميدالية الذهبية.
930,أحب الطعام الإيطالي وخبز الثوم.
931,علمني والداي مهارات البقاء على قيد الحياة.
932,أنا أستمتع بقراءة المجلات والأدلة المتعلقة بعلم النفس.
933,أنا متعطش للكاياكر.
934,أمشي الكلاب من أجل لقمة العيش.
935,أعيش في كاليفورنيا لكن سوق فنان التسجيلات كان ميتًا العام الماضي.
936,أنا مهندس تسجيل وأملك الاستوديو الخاص بي.
937,ما الأمر أنا 46 سنة من العمر والد أعزب 46 طفل.
938,خدعني السابق وتركني لمحامي.
939,أنا أفضل أن أكون في الداخل.
940,يمكنني خياطة ملابسي بنفسي.
941,لقد أصبت بالسرطان لكنه ذهب الآن.
942,أنا متقاعد وأعيش حياة رائعة.
943,لدي أطفال وأحفاد رائعون.
944,أحب أن آخذ مناحي.
945,أنا لا أشرب الصودا.
946,أنا اعيش في منزل.
947,أحب أكل الهامبرغر والبطاطا المقلية.
948,انا اكره عملي.
949,زوجتي تنفق كل أموالي.
950,عمري 40 سنة.
951,أنا أخطط للحصول على الطلاق.
952,اعمل بائع سيارات.
953,أنا لا أحمل ألعابي.
954,لدي سلحفاة أليف.
955,أنا أربعة.
956,يعيش أعز أصدقائي بالجوار.
957,ولدت في الصومال.
958,الآن أعيش في الولايات المتحدة.
959,انا احب ان ارقص.
960,ساعدتني عمتي على الهروب عندما كنت.
961,أحب طبخ الباييلا.
962,أنا تخصص فني في الكلية.
963,أزور أوروبا مرتين في السنة.
964,أنا من نسل كريستوفر كولومبوس.
965,لدي ضعف في تناول السمك والبطاطا.
966,الآن أعيش في الولايات المتحدة.
967,ساعدتني عمتي على الهروب عندما كنت.
968,ولدت في الصومال.
969,أُجبرت على الزواج عندما كنت أ.
970,انا احب ان ارقص.
971,أستمع إلى موسيقى الراب.
972,أنا أنتج الموسيقى للفنانين.
973,أقود سيارة هوندا سيفيك 2015.
974,طعامي المفضل هو البيتزا.
975,إحدى اللغات التي أدرسها حاليًا هي الإسبانية.
976,أنا موسيقار.
977,لغتي التالية للدراسة هي الفرنسية.
978,كما أنني أدرس اللغات.
979,الكلمة الإسبانية المفضلة لدي هي trabajo.
980,الرجل العنكبوت هو المفضل لدي.
981,l أيضا أحب الكتب المصورة.
982,احب الطبخ ولكنى ايضا استمتع بالصيد.
983,إذا لم أكن أطبخ في المطبخ ، فأنا بالتأكيد على الماء.
984,لدي سلحفاة أليف.
985,أنا أربعة.
986,يعيش أعز أصدقائي بالجوار.
987,أحب اللعب مع الدمى.
988,أنا أتطوع في مطبخ الحساء.
989,أحب مشاهدة الأفلام الوثائقية عن الحرب.
990,أنا مدرس متقاعد في صالة الألعاب الرياضية.
991,كنت فقيرة نشأت.
992,برجر الجبن هو طعامي المفضل.
993,أنا مزارع نحل.
994,ليس لدي أي عائلة أنا قريب منها.
995,اسمي جورج.
996,طعامي المفضل هو البابايا.
997,أنا أدرس لأكون مبرمج كمبيوتر.
998,أمي تقليدية للغاية بينما أفضل أن أكون أكثر حرية.
999,نوع الموسيقى المفضل لدي هو ميتال الموت.
