,Sentence
586,من هرگز در عمرم استخوانی در بدنم نشکنم.
587,من در یک خانواده تک والد بزرگ شدم.
588,من سالی بیست کتاب می خوانم
589,من یک بدلکار به عنوان شغل دومم هستم.
590,من تا حدی ناشنوا هستم
591,من در باغم گل رز می کارم
592,من یک کتابخانه بزرگ در خانه دارم
593,من راهنمای تور موزه هستم
594,من عاشق نوشیدن چای فانتزی هستم
595,من همیشه کلاه بر سر دارم
596,من دستم شکسته
597,اسکیت باز مورد علاقه من راب درایدن است.
598,دوستان من همه اسکیت بورد هستند.
599,پیانو و گیتار میزنم و میخونم.
600,نوع موسیقی مورد علاقه من برای خواندن موسیقی محلی است.
601,پدر و مادرم خیلی از رویای من حمایت نمی کنند.
602,من همچنین به عنوان یک نگهبان برای کمک به پرداخت قبوض کار می کنم.
603,من بارها از اسپانیا دیدن کرده ام
604,من 60 ساله هستم
605,فکر می کنم چند سال دیگر بازنشسته شوم
606,من یک کتابدار هستم
607,من دو ماه پیش از دوست پسرم جدا شدم
608,من یک ماهی خانگی دارم
609,رنگ مورد علاقه من نارنجی است
610,دیروز 18 ساله شدم
611,من اضافه وزن دارم و ناراضی هستم
612,من در خانه سالمندان کار می کنم
613,من به خدا اعتقاد ندارم
614,من بیشتر وقتم را در فیس بوک وقتی که کار نمی کنم می گذرانم.
615,همسرم مرا ترک کرد و فرزندانم را برد.
616,من دو تا سگ دارم
617,من دوست دارم روی ماشین های قدیمی کار کنم.
618,موسیقی مورد علاقه من کشور است.
619,من دو موستانگ قدیمی دارم.
620,من عاشق پختن پائلا هستم
621,من یک رشته هنر در کالج هستم.
622,من سالی دو بار به اروپا سفر می کنم.
623,من از نوادگان کریستف کلمب هستم.
624,من در مورد ماهی و چیپس ضعف دارم.
625,من نگهداری بالایی دارم
626,من دوست دارم در تخت برنزه کردن برنزه کنم.
627,من عاشق خرج کردن پول هستم
628,من خیلی رژیم میگیرم
629,من عاشق گوش دادن به بریتنی اسپیرز هستم.
630,خواننده مورد علاقه من تیلور سویفت است.
631,من عاشق غذا خوردن بیرون با دوستان هستم
632,من در بهار ازدواج می کنم
633,من در یک مدرسه به عنوان معلم مهدکودک کار می کنم.
634,من 24 ساله هستم.
635,من مجبور شدم در سن یک سالگی ازدواج کنم.
636,عمه ام به من کمک کرد که فرار کنم.
637,من در سومالی به دنیا آمدم
638,اکنون در ایالات متحده زندگی می کنم.
639,من یک ماهی خانگی دارم
640,رنگ مورد علاقه من نارنجی است
641,من دوست دارم صبح ها برای دیدن غروب آفتاب پیاده روی کنم.
642,دیروز 18 ساله شدم
643,من دو ماه پیش از دوست پسرم جدا شدم
644,من هرگز از اوهایو خارج نشده ام
645,من برای سوپرمارکت محلی خود کار می کنم.
646,گروه مورد علاقه من who است.
647,من گربه ای دارم به نام اسپوک
648,غذای مورد علاقه من پیتزا با زیتون سیاه است.
649,خانواده من از انتخاب های شغلی من حمایت نمی کنند.
650,ماشین رویایی من یک روح رولز رویس است.
651,من خرید را دوست دارم.
652,من اغلب کفش و ساعت می‌خرم.
653,من در حال حاضر برای یک فروشنده ساعت کار می کنم.
654,من یک مربی شنا در استخر محلی خود هستم.
655,من در حال تحصیل برای برنامه نویسی کامپیوتر هستم.
656,مادر من بسیار سنتی است در حالی که من ترجیح می دهم آزادتر باشم.
657,من و خانواده ام اهل هند هستیم.
658,سبک موسیقی مورد علاقه من دث متال است.
659,من بارها از اسپانیا دیدن کرده ام
660,من 60 ساله هستم
661,فکر می کنم چند سال دیگر بازنشسته شوم
662,من یک کتابدار هستم
663,من یک کامیون بزرگ رانندگی می کنم و در کشور زندگی می کنم.
664,من یک گاو حیوان خانگی دارم
665,من فقط به موسیقی کانتری گوش می دهم.
666,من در مزرعه پدر و مادرم کار می کنم.
667,من در بستنی وانیلی ضعف دارم
668,من عاشق گربه هستم و دو گربه دارم.
669,من یک مجموعه کلاه از بیش از 1000 کلاه دارم.
670,فصل مورد علاقه من زمستان است
671,من در المپیک 1992 مدال طلا گرفتم.
672,من دوست دارم بسکتبال بازی کنم
673,هنرمند مورد علاقه من تراویس اسکات است.
674,من یک خواهر بزرگتر دارم
675,مادر من دندانپزشک است
676,من در حال حاضر به دنبال کار ترجیحا در یک رستوران هستم.
677,من از شانزده سالگی کار می کردم.
678,من یک کارگر ساختمانی هستم
679,غذای مورد علاقه من غذای مکزیکی است.
680,گروه مورد علاقه من aerosmith است.
681,در وقت آزادم دوست دارم مسابقات نسکار و ufc را تماشا کنم.
682,سلام من 23 ساله هستم و عاشق غذا هستم.
683,من هر جا که می روم همه نوع غذا را امتحان کرده ام.
684,من یک قایق تفریحی دارم و زمانی که از آن استفاده نمی کنم آن را اجاره می کنم.
685,من هم دوست دارم آشپزی کنم اما در آن خیلی خوب نیستم.
686,من یک سال است که به دنیا سفر می کنم.
687,من دوست دارم هر سال به دنیای دیزنی بروم.
688,میکی موس شخصیت مورد علاقه من است.
689,من با دوستانم در زمین بازی بازی می کنم.
690,من کلاس سوم هستم
691,من امسال ملکه بازگشت به خانه را بردم.
692,هدف فعلی من اجرای یک k است.
693,وقتی بزرگ شدم می خواهم فیزیوتراپیست شوم.
694,من در حال حاضر در دبیرستان هستم
695,اکنون در ایالات متحده زندگی می کنم.
696,عمه ام به من کمک کرد که فرار کنم.
697,من در سومالی به دنیا آمدم
698,من مجبور شدم در سن یک سالگی ازدواج کنم.
699,من دوست دارم برقصم.
700,من یک سال است که بازنشسته شده ام
701,من در اوقات فراغت به قمار می روم
702,من در طول زمستان به سمت جنوب حرکت می کنم.
703,من دوست دارم در فضای باز کباب کنم.
704,من در آن کار می کنم و 15 سال است که در همان شرکت هستم.
705,من یک خانه در فلوریدا دارم.
706,من از ورزش های آمریکایی لذت می برم
707,من یک مرد هستم
708,من یک بچه و یک سگ دارم
709,از گوش دادن به موسیقی کلاسیک لذت می برم
710,من یک مسیحی هستم.
711,رنگ مورد علاقه من قرمز است.
712,من می توانم تراکتور رانندگی کنم
713,خواهر من یک رقصنده قطبی است.
714,من پنل های خورشیدی روی سقفم دارم
715,من فقط محصولات غذایی ارگانیک میخرم
716,من زمان زیادی را صرف مرور اینترنت می کنم.
717,من عاشق رسانه های اجتماعی به خصوص توییتر هستم.
718,من یک فمینیست هستم
719,من از ورزش های آمریکایی لذت می برم
720,من در آن کار می کنم و 15 سال است که در همان شرکت هستم.
721,من مرد هستم.
722,من یک بچه و یک سگ دارم
723,من یک دختر 12 ساله هستم
724,من عاشق بازی پوباکس هستم
725,من چشم های آبی و موهای قرمز دارم که تا کمرم می آید.
726,من از مدرسه متنفرم
727,من دوستان زیادی ندارم
728,من دوست دارم آب نبات شکلاتی بخورم
729,من دوست دارم به بلوک ها نگاه کنم و در مورد حروف آواز بخوانم.
730,من دوست دارم صحبت کنم، اما مردم در درک آن مشکل دارند.
731,من چهار ساله هستم
732,من در سال 2011 با مدرک مالی از دانشگاه ییل فارغ التحصیل شدم.
733,من در منهتن بزرگ شدم
734,من بی ام و می رانم
735,پدر و مادر من بانکدار بسیار ثروتمندی هستند.
736,من بازنشسته هستم و زندگی خوبی دارم
737,من فرزندان و نوه های شگفت انگیزی دارم.
738,من سرطان داشتم اما الان رفته
739,من می توانم لباس هایم را خودم بدوزم
740,من یک زن هستم
741,من به عنوان معلم مدرسه کار می کنم
742,من هر هفته به کلیسا می روم
743,من از باغبانی و پیاده روی در فضای باز لذت می برم.
744,من یک سگ دارم
745,من امسال ملکه بازگشت به خانه را بردم.
746,هدف فعلی من اجرای یک k است.
747,وقتی بزرگ شدم می خواهم فیزیوتراپیست شوم.
748,من در حال حاضر در دبیرستان هستم
749,من یک نجات یافته از سرطان هستم
750,من همین دیروز شغل جدیدی پیدا کردم تا مربی زندگی باشم.
751,من یک پاک خوار هستم
752,من عاشق دویدن و آماده شدن برای ماراتن هستم.
753,من در کلرادو زندگی می کنم
754,من یک مهندس مکانیک هستم
755,من دوست دارم در بهار پیاده روی کنم.
756,فعالیت مورد علاقه من صخره نوردی است.
757,من یک آزمایشگاه سیاه به نام سرباز دارم.
758,پیانو و گیتار میزنم و میخونم.
759,پدر و مادرم خیلی از رویای من حمایت نمی کنند.
760,من همچنین به عنوان یک نگهبان برای کمک به پرداخت قبوض کار می کنم.
761,نوع موسیقی مورد علاقه من برای خواندن موسیقی محلی است.
762,من یک نوازنده هستم و امیدوارم روزی آن را بزرگ کنم.
763,من هر هفته به کلیسا می روم
764,من یک سگ دارم
765,من به عنوان معلم مدرسه کار می کنم
766,من از باغبانی و پیاده روی در فضای باز لذت می برم.
767,چیزبرگر غذای مورد علاقه من است.
768,من یک معلم بازنشسته ورزشگاه هستم.
769,من در یک سوپ آشپزی داوطلب می شوم.
770,من در بزرگ شدن فقیر بودم
771,یکی از زبان هایی که در حال حاضر مشغول مطالعه آن هستم اسپانیایی است.
772,من یک نوازنده هستم
773,زبان بعدی من برای مطالعه فرانسوی است.
774,زبان هم میخونم
775,کلمه اسپانیایی مورد علاقه من تراباجو است.
776,من به مد اهمیتی نمی دهم
777,من برای شیمی به مدرسه رفتم اما در یک کتابفروشی کار می کنم.
778,من از رنگ نارنجی متنفرم
779,من آخر هفته ها می رقصم
780,شوهرم به فرزندی پذیرفته شده است
781,من زندگی می کنم یک جامعه کشاورز روستایی است.
782,من یک سگ ژرمن شپرد دارم
783,من دوست دارم هاکی nhl تماشا کنم.
784,نوع مورد علاقه من فیلم مستند است.
785,من هر هفته یک کتاب می خوانم
786,من سه ماه پیش کار جدیدی را به عنوان پدر شروع کردم.
787,من با شوهرم در پنسیلوانیا زندگی می کنم.
788,من یک بچه و یک سگ دارم
789,من یک خانه در فلوریدا دارم.
790,من از ورزش های آمریکایی لذت می برم
791,من یک مرد هستم
792,من موهای کوتاهی دارم.
793,دو سگ با من زندگی می کنند
794,من کار کردن با تردمیل و دستگاه پارویی را دوست دارم.
795,من به طور منظم به باشگاه می روم
796,من فرزندان و نوه های شگفت انگیزی دارم.
797,من سرطان داشتم اما الان رفته
798,من می توانم لباس هایم را خودم بدوزم
799,من بازنشسته هستم و زندگی خوبی دارم.
800,من در کلرادو زندگی می کنم
801,من یک مهندس مکانیک هستم
802,من دوست دارم در بهار پیاده روی کنم.
803,فعالیت مورد علاقه من صخره نوردی است.
804,من یک آزمایشگاه سیاه به نام سرباز دارم.
805,من 24 سال سن دارم.
806,من عاشق غذا خوردن بیرون با دوستان هستم
807,من در بهار ازدواج می کنم
808,خواننده مورد علاقه من تیلور سویفت است.
809,من الکلی در حال بهبودی هستم
810,من داروهای زیادی مصرف می کنم و برخی از آنها باعث می شود چیزها را ببینم.
811,من یک مرد 45 ساله هستم.
812,من الان در شهر زندگی میکنم
813,من در یک مزرعه بزرگ شدم
814,من یک مربی شنا در استخر محلی خود هستم.
815,من در حال تحصیل برای برنامه نویسی کامپیوتر هستم.
816,مادر من بسیار سنتی است در حالی که من ترجیح می دهم آزادتر باشم.
817,من و خانواده ام اهل هند هستیم.
818,سبک موسیقی مورد علاقه من دث متال است.
819,من در کلاس های چابکی سگ مسابقه می دهم.
820,من از رنگ نارنجی متنفرم
821,من برای شیمی به مدرسه رفتم اما در یک کتابفروشی کار می کنم.
822,من به مد اهمیتی نمی دهم
823,من آخر هفته ها می رقصم
824,من 40 سال سن دارم.
825,من به عنوان فروشنده ماشین کار می کنم
826,همسرم تمام پول من را خرج می کند.
827,از شغلم متنفرم.
828,من قصد دارم طلاق بگیرم
829,من گوشی هوشمند ندارم
830,من بازنشسته هستم و زندگی خوبی دارم
831,من می توانم لباس هایم را خودم بدوزم
832,من سرطان داشتم اما الان رفته
833,من فرزندان و نوه های شگفت انگیزی دارم.
834,من سرطان داشتم اما الان رفته
835,من می توانم لباس هایم را خودم بدوزم
836,من فرزندان و نوه های شگفت انگیزی دارم.
837,من گوشی هوشمند ندارم
838,من به دلیل آسیب های دوران کودکی از دلقک ها می ترسم.
839,من در سن جوانی به یک زوج بزرگتر به فرزندی قبول شدم.
840,من از کار با دستانم لذت می برم و عاشق باغبانی هستم.
841,من تازه در پمپ بنزین کار پیدا کردم.
842,پدرم مدام سعی می کند مرا در قرار ملاقات های کور قرار دهد.
843,من در کلرادو زندگی می کنم
844,من یک مهندس مکانیک هستم
845,فعالیت مورد علاقه من صخره نوردی است.
846,من یک آزمایشگاه سیاه پوست به نام سرباز دارم.
847,من دوست دارم در بهار پیاده روی کنم.
848,فعالیت مورد علاقه من صخره نوردی است.
849,من دوست دارم در بهار پیاده روی کنم.
850,من یک آزمایشگاه سیاه به نام سرباز دارم.
851,من یک مهندس مکانیک هستم
852,من در کلرادو زندگی می کنم
853,من یک معلم بازنشسته ورزشگاه هستم.
854,من در بزرگ شدن فقیر بودم
855,من دوست دارم مستند جنگ ببینم
856,چیزبرگر غذای مورد علاقه من است.
857,من به طور منظم به باشگاه می روم
858,من کار کردن با تردمیل و دستگاه پارویی را دوست دارم.
859,من موهای کوتاه دارم
860,خوردن کاری است که وقتی حوصله ام سر می رود انجام می دهم.
861,دو سگ با من زندگی می کنند
862,من از مردن می ترسم
863,فروش کیک در سطح شهرستان جایی است که من بیشتر احساس می کنم در خانه هستم.
864,من یک سگ دارم
865,من عاشق پختن کلوچه هستم
866,من موهای مجعد قهوه ای دارم
867,من اسب سواری را دوست دارم
868,اتاق خواب من بنفش و سبز لیمویی است.
869,من یک گیاهخوار هستم
870,من در خانه سالمندان کار می کنم
871,من اضافه وزن دارم و ناراضی هستم
872,همسرم مرا ترک کرد و فرزندانم را برد.
873,من بیشتر وقتم را در فیس بوک وقتی که کار نمی کنم می گذرانم.
874,من به خدا اعتقاد ندارم
875,من اسباب بازی هایم را بر نمی دارم
876,من یک لاک پشت خانگی دارم
877,من چهار سالمه
878,بهترین دوست من در همسایگی زندگی می کند.
879,من یک نجات یافته از سرطان هستم
880,من یک پاک خوار هستم
881,من همین دیروز شغل جدیدی پیدا کردم تا مربی زندگی باشم.
882,من عاشق دویدن و آماده شدن برای ماراتن هستم.
883,من یک سگ ژرمن شپرد دارم
884,من زندگی می کنم یک جامعه کشاورز روستایی است.
885,شوهرم به فرزندی پذیرفته شده است
886,من دوست دارم هاکی nhl تماشا کنم.
887,من 40 سال سن دارم.
888,من به عنوان فروشنده ماشین کار می کنم
889,همسرم تمام پول من را خرج می کند.
890,از شغلم متنفرم.
891,من قصد دارم طلاق بگیرم
892,من در بستنی وانیلی ضعف دارم.
893,فصل مورد علاقه من زمستان است
894,من یک مجموعه کلاه از بیش از 1000 کلاه دارم.
895,من عاشق گربه هستم و دو گربه دارم.
896,من در المپیک 1992 مدال طلا گرفتم.
897,بافندگی علاقه من است
898,من از مردن می ترسم
899,فروش کیک در سطح شهرستان جایی است که من بیشتر احساس می کنم در خانه هستم.
900,من عاشق پختن کلوچه هستم
901,در حال حاضر یک فرزند قدم.
902,من اخیرا به این کشور نقل مکان کردم
903,من تازه به خانه اولم نقل مکان کردم
904,من سه ماه دیگر منتظر سه قلو هستم.
905,اگر در آشپزخانه آشپزی نمی کنم، قطعاً در آب هستم.
906,مرد عنکبوتی مورد علاقه من است.
907,سلام نام من لری است و من یک آشپز هستم.
908,من هم عاشق کتاب های کمیک هستم.
909,من عاشق آشپزی هستم اما از ماهیگیری نیز لذت می برم.
910,شوهرم به فرزندی پذیرفته شده است
911,من زندگی می کنم یک جامعه کشاورز روستایی است.
912,من یک سگ ژرمن شپرد دارم
913,من دوست دارم هاکی nhl تماشا کنم.
914,من همین دیروز شغل جدیدی پیدا کردم تا مربی زندگی باشم.
915,من یک نجات یافته از سرطان هستم
916,من یک پاک خوار هستم
917,من عاشق دویدن و آماده شدن برای ماراتن هستم.
918,من سه سگ دارم
919,من دوست دارم المپیک را تماشا کنم
920,من در یک رابطه چندعشقی باز هستم.
921,من همچنین یک تجارت سگ راه رفتن دارم.
922,پدرم خانه به خانه فروشنده بود.
923,من 19 ساله هستم و نمی توانم صبر کنم تا 19 پدر و مادرم را ترک کنم.
924,من فقط می خواهم با دوستانم خوش بگذرانم
925,من نه مشروب میخورم نه موادمخدر یا هیچ چیز دیگری نمیخورم.
926,من کار کردم من یک کار نیمه وقت در برگر کینگ دارم.
927,من چهار ساعت در روز ورزش می کنم
928,ژیمناستیک ورزش مورد علاقه من است.
929,من یک المپیکی برنده مدال طلا هستم.
930,من عاشق غذاهای ایتالیایی و نان سیر هستم.
931,والدینم مهارت های بقا را به من آموختند.
932,من از خواندن مجلات و راهنماهای مرتبط با روانشناسی لذت می برم.
933,من یک قایق سواری مشتاق هستم
934,من برای امرار معاش سگ ها را پیاده می کنم
935,من در کالیفرنیا زندگی می کنم اما بازار هنرمندان ضبط سال گذشته مرده بود.
936,من یک مهندس ضبط هستم و صاحب استودیوی خودم هستم.
937,چه خبر من یک پدر مجرد 46 ساله هستم، 46 بچه هستم.
938,سابقم خیانت کرد و مرا برای وکیل گذاشت.
939,ترجیح میدم داخل باشم
940,من می توانم لباس هایم را خودم بدوزم
941,من سرطان داشتم اما الان رفته
942,من بازنشسته هستم و زندگی خوبی دارم
943,من فرزندان و نوه های شگفت انگیزی دارم.
944,من دوست دارم پیاده روی کنم
945,من نوشابه نمیخورم
946,من در یک خانه زندگی میکنم.
947,من دوست دارم همبرگر و سیب زمینی سرخ کرده بخورم.
948,از شغلم متنفرم.
949,همسرم تمام پول من را خرج می کند.
950,من 40 سال سن دارم.
951,من قصد دارم طلاق بگیرم
952,من به عنوان فروشنده ماشین کار می کنم
953,من اسباب بازی هایم را بر نمی دارم
954,من یک لاک پشت خانگی دارم
955,من چهار سالمه
956,بهترین دوست من در همسایگی زندگی می کند.
957,من در سومالی به دنیا آمدم
958,اکنون در ایالات متحده زندگی می کنم.
959,من دوست دارم برقصم.
960,عمه ام به من کمک کرد که فرار کنم.
961,من عاشق پختن پائلا هستم
962,من یک رشته هنر در کالج هستم.
963,من سالی دو بار به اروپا سفر می کنم.
964,من از نوادگان کریستف کلمب هستم.
965,من در مورد ماهی و چیپس ضعف دارم.
966,اکنون در ایالات متحده زندگی می کنم.
967,عمه ام به من کمک کرد که فرار کنم.
968,من در سومالی به دنیا آمدم
969,من مجبور شدم در سن یک سالگی ازدواج کنم.
970,من دوست دارم برقصم.
971,من به موسیقی رپ گوش می دهم
972,من برای هنرمندان موسیقی تولید می کنم.
973,من یک هوندا سیویک 2015 رانندگی می کنم.
974,غذای مورد علاقه من پیتزا است.
975,یکی از زبان هایی که در حال حاضر مشغول مطالعه آن هستم اسپانیایی است.
976,من یک نوازنده هستم
977,زبان بعدی من برای مطالعه فرانسوی است.
978,زبان هم میخونم
979,کلمه اسپانیایی مورد علاقه من تراباجو است.
980,مرد عنکبوتی مورد علاقه من است.
981,من هم عاشق کتاب های کمیک هستم.
982,من عاشق آشپزی هستم اما از ماهیگیری نیز لذت می برم.
983,اگر در آشپزخانه آشپزی نمی کنم، قطعاً در آب هستم.
984,من یک لاک پشت خانگی دارم
985,من چهار هستم
986,بهترین دوست من در همسایگی زندگی می کند.
987,من دوست دارم با عروسک هایم بازی کنم
988,من در یک سوپ آشپزی داوطلب می شوم.
989,من دوست دارم مستند جنگ ببینم
990,من یک معلم بازنشسته ورزشگاه هستم.
991,من در بزرگ شدن فقیر بودم
992,چیزبرگر غذای مورد علاقه من است.
993,من یک کشاورز زنبور عسل هستم
994,من خانواده صفری دارم که به آنها نزدیک هستم.
995,اسم من جورج است.
996,غذای مورد علاقه من پاپایا است.
997,من در حال تحصیل برای برنامه نویسی کامپیوتر هستم.
998,مادر من بسیار سنتی است در حالی که من ترجیح می دهم آزادتر باشم.
999,سبک موسیقی مورد علاقه من دث متال است.
